Weather_ID^Weather^Nav^Nav_Name^Monster_Range^d20^Επίδραση_Περιοχής
W01^The Calm^D^Drizzle^None^1^Η σκόνη κατακάθεται για πρώτη φορά εδώ και μέρες, και οι δρόμοι δείχνουν κάθε ίχνος που άφησε η προηγούμενη καταιγίδα.
W08^Ice Blossoms^B^Blizzard^B^15^Το μέταλλο γίνεται επικίνδυνο στο γυμνό χέρι και κολλάει ακαριαία στο δέρμα.
W08^Ice Blossoms^B^Blizzard^B^16^Οι σχηματισμοί διαθλούν το shardlight σε σκληρά φωτεινά θραύσματα, καταστρέφοντας τη νυχτερινή όραση.
W08^Ice Blossoms^B^Blizzard^B^17^Οι shield domes παγώνουν απ' έξω και οι επιφάνειές τους γίνονται αδιαφανείς.
W08^Ice Blossoms^B^Blizzard^B^18^Οι σχηματισμοί αντέχουν βάρος στην αρχή και θρυμματίζονται χωρίς προειδοποίηση λίγες ώρες μετά.
W08^Ice Blossoms^B^Blizzard^B^19^Το χυμένο λάδι απλώνεται κάτω από τον πάγο αντί για πάνω του, και μένει υγρό για μέρες.
W08^Ice Blossoms^B^Blizzard^B^20^Μετά την τήξη, το έδαφος μένει ξεγυμνωμένο, ραγισμένο και σπαρμένο με ό,τι κρατούσε ο πάγος.
W09^Moonbows^B^Blizzard^C–A^1^Εμφανίζονται σε πλήρη ένταση χωρίς προειδοποίηση, σχηματίζοντας τόξο στον νυχτερινό ουρανό σε μια στιγμή.
W09^Moonbows^B^Blizzard^C–A^2^Το χρώμα πέφτει λάθος στο τοπίο — το χορτάρι διαβάζεται μοβ, η πέτρα πράσινη, το δέρμα γκρίζο.
W09^Moonbows^B^Blizzard^C–A^3^Οι σκιές πέφτουν ταυτόχρονα προς πολλές κατευθύνσεις και καμία δεν ταιριάζει με τα φεγγάρια.
W09^Moonbows^B^Blizzard^C–A^4^Κάθε ζώο στην περιοχή κολλάει στο έδαφος και μένει εκεί μέχρι να σβήσει το τόξο.
W09^Moonbows^B^Blizzard^C–A^5^Το φως δεν φωτίζει τόσο όσο αντικαθιστά, και το γνώριμο έδαφος γίνεται αγνώριστο.
W09^Moonbows^B^Blizzard^C–A^6^Οι επιφάνειες του νερού κρατούν την αντανάκλαση του τόξου πολύ αφότου καθαρίσει ο ουρανός.
W09^Moonbows^B^Blizzard^C–A^7^Πλάσματα Calamity-tier μαζεύονται κάτω από το τόξο και δεν κυνηγούν αμέσως.
W09^Moonbows^B^Blizzard^C–A^8^Το Ode to the Moons ταξιδεύει για μίλια και δεν εντοπίζεται κατευθυντικά.
W09^Moonbows^B^Blizzard^C–A^9^Shardlights και δαυλοί πνίγονται εντελώς· το τεχνητό φως παύει να λειτουργεί ως φως.
W09^Moonbows^B^Blizzard^C–A^10^Η σκόνη στον αέρα γίνεται ορατή ως λεπτό χρώμα που παρασύρεται, χαρτογραφώντας κάθε ρεύμα.
W09^Moonbows^B^Blizzard^C–A^11^Το αποτύπωμα του τόξου στο έδαφος είναι ορατή λωρίδα, και το πέρασμα μέσα της είναι αμέσως εμφανές.
W09^Moonbows^B^Blizzard^C–A^12^Ό,τι στέκεται κάτω από το τόξο δεν ρίχνει καθόλου σκιά όσο μένει εκεί.
W09^Moonbows^B^Blizzard^C–A^13^Ο ήχος μέσα στη λωρίδα φτάνει με έναν χτύπο καθυστέρηση, που καταστρέφει κάθε συντονισμό.
W09^Moonbows^B^Blizzard^C–A^14^Τα φυτά ανοίγουν σαν να ξημερώνει, και ξανακλείνουν μόλις περάσει το τόξο.
W09^Moonbows^B^Blizzard^C–A^15^Τα σήματα του Datasphere αντιστρέφονται — μηνύματα φτάνουν πριν σταλούν και μετά σβήνουν από το αρχείο.
W09^Moonbows^B^Blizzard^C–A^16^Παλιές ουλές, σημάδια και τατουάζ λάμπουν αχνά σε όποιον στέκεται στο φως.
W09^Moonbows^B^Blizzard^C–A^17^Στη διάρκεια ενός moonbow φαίνονται και τα τρία φεγγάρια, μαζί με αυτό που συνήθως δεν φαίνεται.
W09^Moonbows^B^Blizzard^C–A^18^Τα τέρατα που περνούν κάτω από το τόξο βγαίνουν ελαφρώς διαφορετικού χρώματος και δεν φαίνεται να το προσέχουν.
W09^Moonbows^B^Blizzard^C–A^19^Το τόξο κινείται αργά πάνω από το τοπίο και ό,τι βρίσκεται από κάτω σωπαίνει διαδοχικά.
W09^Moonbows^B^Blizzard^C–A^20^Ως την αυγή δεν μένει κανένα φυσικό ίχνος, και οι μισοί του party θα διαφωνούν για το τι είδαν.
W10^Umbral Tempest^B^Blizzard^B–A^1^Το φως της μέρας στραγγίζει από το τοπίο σε λιγότερο από ένα λεπτό, από μεσημέρι σε απόλυτο σκοτάδι.
W10^Umbral Tempest^B^Blizzard^B–A^2^Οι κεραυνοί απορροφούν φως αντί να εκπέμπουν, αφήνοντας πίσω τους πιο σκοτεινές ραφές στον αέρα.
W10^Umbral Tempest^B^Blizzard^B–A^3^Μοβ σπίθες σέρνονται στις κάτω πλευρές των σύννεφων, το μόνο ορατό πράγμα προς κάθε κατεύθυνση.
W10^Umbral Tempest^B^Blizzard^B–A^4^Τα shardlights δουλεύουν αλλά οι δέσμες τους κόβονται απότομα σε σταθερή απόσταση, σαν να χτυπούν σε τοίχο.
W10^Umbral Tempest^B^Blizzard^B–A^5^Οι φωτιές καίνε χωρίς να δίνουν φως, προσφέροντας μόνο ζέστη.
W10^Umbral Tempest^B^Blizzard^B–A^6^Οι shield domes μαυρίζουν και οι πόλεις μέσα τους χάνουν κάθε αίσθηση του χρόνου.
W10^Umbral Tempest^B^Blizzard^B–A^7^Ό,τι είναι ανακλαστικό παύει να αντανακλά· καθρέφτες και επιφάνειες νερού διαβάζονται ως επίπεδο μαύρο.
W10^Umbral Tempest^B^Blizzard^B–A^8^Τέρατα που φοβούνται το φως τραβιούνται από τις γύρω περιοχές και στοιβάζονται στο σκοτάδι.
W10^Umbral Tempest^B^Blizzard^B–A^9^Η απόσταση δεν κρίνεται· ένας τοίχος σε απόσταση χεριού και μια κορυφογραμμή σε ένα μίλι μοιάζουν ίδια.
W10^Umbral Tempest^B^Blizzard^B–A^10^Ο ήχος γίνεται η μόνη πλοήγηση, και κάθε drifter αρχίζει να μετράει βήματα φωναχτά.
W10^Umbral Tempest^B^Blizzard^B–A^11^Η βλάστηση μαραίνεται μέσα σε ώρες, σαν να πέρασε μια ολόκληρη σεζόν σκοταδιού σε ένα απόγευμα.
W10^Umbral Tempest^B^Blizzard^B–A^12^Το σκοτάδι λιμνάζει πρώτα στα χαμηλά, γεμίζοντας τις κοιλάδες πριν πάρει τις κορυφές.
W10^Umbral Tempest^B^Blizzard^B–A^13^Φωτιές σήματος και λάμπες είναι άχρηστες για επικοινωνία, και ολόκληρα καραβάνια χάνουν επαφή.
W10^Umbral Tempest^B^Blizzard^B–A^14^Τα ζώα γίνονται εντελώς πειθήνια, στέκονται ακίνητα και σιωπηλά όπου τα έπιασε το σκοτάδι.
W10^Umbral Tempest^B^Blizzard^B–A^15^Ό,τι μπει αναμμένο στην καταιγίδα μένει ζεστό στην αφή μετά, και πιο θαμπό από πριν.
W10^Umbral Tempest^B^Blizzard^B–A^16^Τα όρια της καταιγίδας είναι σκληρά, όχι σταδιακά — περνάς από πλήρη μέρα στο τίποτα.
W10^Umbral Tempest^B^Blizzard^B–A^17^Οι κόμβοι του Datasphere αναφέρουν την περιοχή ως μη χαρτογραφημένη για όσο διαρκεί.
W10^Umbral Tempest^B^Blizzard^B–A^18^Οι μπαταρίες shardlight αδειάζουν δέκα φορές πιο γρήγορα και δεν φορτίζονται μέσα.
W10^Umbral Tempest^B^Blizzard^B–A^19^Μετά, το φως που επιστρέφει είναι οδυνηρό και όλοι στην περιοχή είναι μισότυφλοι για μία ώρα.
W10^Umbral Tempest^B^Blizzard^B–A^20^Βρίσκονται πράγματα στο ύπαιθρο μετά, που πριν ήταν κλειδωμένα μέσα σε κτίρια.
W11^Flat Rain^B^Blizzard^B–A^1^Η βροχή ταξιδεύει οριζόντια με αρκετή δύναμη ώστε να ξεφλουδίσει φλοιό, μπογιά και δέρμα από κάθε εκτεθειμένη όψη.
W11^Flat Rain^B^Blizzard^B–A^2^Ένα τεράστιο σύννεφο ρουφάει νερό από κάθε άλλο σύννεφο στον ουρανό, αδειάζοντάς τα ορατά.
W11^Flat Rain^B^Blizzard^B–A^3^Οι προσήνεμοι τοίχοι ξύνονται ως το γυμνό υλικό μέσα σε μία ώρα.
W11^Flat Rain^B^Blizzard^B–A^4^Τίποτα δεν λιμνάζει στο έδαφος· το νερό απλώς συνεχίζει να το διασχίζει και να φεύγει.
W11^Flat Rain^B^Blizzard^B–A^5^Το καταφύγιο λειτουργεί μόνο αν κοιτάει τη σωστή κατεύθυνση, και η κατεύθυνση αλλάζει χωρίς προειδοποίηση.
W11^Flat Rain^B^Blizzard^B–A^6^Πληγές ανοίγουν σε ό,τι πιαστεί στο ύπαιθρο, και το αίμα παρασύρεται τόσο γρήγορα όσο εμφανίζεται.
W11^Flat Rain^B^Blizzard^B–A^7^Ολόκληρες πλαγιές χάνουν πλευρικά το χώμα τους, αποκαλύπτοντας ρίζες και θαμμένες κατασκευές.
W11^Flat Rain^B^Blizzard^B–A^8^Πινακίδες, σημάνσεις και πέτρες διαδρομής γίνονται δυσανάγνωστες μέσα σε μία καταιγίδα.
W11^Flat Rain^B^Blizzard^B–A^9^Τα τέρατα παλεύουν μεταξύ τους σε όλη την περιοχή αντί να κυνηγούν, και το μοτίβο επαναλαμβάνεται.
W11^Flat Rain^B^Blizzard^B–A^10^Πόρτες και παντζούρια στην προσήνεμη πλευρά σπρώχνονται προς τα μέσα ό,τι κι αν τα κρατάει.
W11^Flat Rain^B^Blizzard^B–A^11^Τα στάσιμα νερά οδηγούνται προς τα πάνω, κόντρα στην κλίση του εδάφους.
W11^Flat Rain^B^Blizzard^B–A^12^Τα δέντρα λυγίζουν και μένουν λυγισμένα, και η περιοχή μεγαλώνει μόνιμα γερτή.
W11^Flat Rain^B^Blizzard^B–A^13^Ο ήχος είναι συνεχές σφύριγμα αντί για χτύπημα, και δεν αλλάζει καθόλου.
W11^Flat Rain^B^Blizzard^B–A^14^Ό,τι έχει μεγάλη επιφάνεια — μουσαμάδες, πανιά, ασπίδες — γίνεται αδιαχείριστο ή θανάσιμο.
W11^Flat Rain^B^Blizzard^B–A^15^Τα ζώα σπρώχνονται πάνω στους φράχτες και στοιβάζονται εκεί μέχρι να υποχωρήσουν οι φράχτες.
W11^Flat Rain^B^Blizzard^B–A^16^Οι shield domes παραμορφώνονται ορατά υπό την πίεση και η επιφάνειά τους κυματίζει.
W11^Flat Rain^B^Blizzard^B–A^17^Παλιοί τάφοι και ρηχές ταφές ανοίγουν στις εκτεθειμένες πλαγιές.
W11^Flat Rain^B^Blizzard^B–A^18^Η βροχή κουβαλάει σκόνη, και ό,τι αγγίζει καταλήγει γυαλισμένο και ελαφρώς φαγωμένο.
W11^Flat Rain^B^Blizzard^B–A^19^Δεν ανάβει φωτιά πουθενά στο ύπαιθρο, ούτε μέσα σε ό,τι έχει άνοιγμα προς τον άνεμο.
W11^Flat Rain^B^Blizzard^B–A^20^Μετά, η γη μοιάζει χτενισμένη — κάθε χαλαρό πράγμα ξαπλωμένο προς την ίδια κατεύθυνση.
W12^Psionic Storm^B^Blizzard^D–A^1^Μια ιριδίζουσα λάμψη διασχίζει τον ουρανό χωρίς βροχή, και ο αέρας αποκτά πίεση πίσω από τα μάτια.
W12^Psionic Storm^B^Blizzard^D–A^2^Τα ζώα στην περιοχή συμπεριφέρονται λάθος: θηρευτές που βόσκουν, αγελαία που στρέφονται προς την καταιγίδα.
W12^Psionic Storm^B^Blizzard^D–A^3^Η κίνηση στο Datasphere παραμορφώνεται σε αποσπάσματα ομιλίας που δεν μετέδωσε κανείς.
W12^Psionic Storm^B^Blizzard^D–A^4^Οι παραισθήσεις είναι κοινές — δύο άνθρωποι περιγράφουν το ίδιο πράγμα που δεν υπάρχει.
W12^Psionic Storm^B^Blizzard^D–A^5^Κάθε drifter στην περιοχή αναφέρει το ίδιο βουητό στην ίδια συχνότητα.
W12^Psionic Storm^B^Blizzard^D–A^6^Γραπτά αρχεία αλλάζουν όσο δεν τα κοιτάει κανείς, και κανείς δεν μπορεί να αποδείξει ότι ήταν αλλιώς.
W12^Psionic Storm^B^Blizzard^D–A^7^Τέρατα κάθε tier εμφανίζονται ταυτόχρονα, από wolf μέχρι Calamity, αγνοώντας το ένα το άλλο.
W12^Psionic Storm^B^Blizzard^D–A^8^Παλιές αναμνήσεις έρχονται με απόλυτη καθαρότητα ενώ οι πρόσφατες γίνονται αναξιόπιστες.
W12^Psionic Storm^B^Blizzard^D–A^9^Τα κτίρια μοιάζουν λάθος στις αναλογίες τους· οι διάδρομοι φαίνονται μακρύτεροι προς τη μία κατεύθυνση.
W12^Psionic Storm^B^Blizzard^D–A^10^Οι psionic dampeners υπερθερμαίνονται και χαλάνε μέσα σε μία ώρα έκθεσης.
W12^Psionic Storm^B^Blizzard^D–A^11^Λανθάνουσες ικανότητες ξυπνούν σε έναν στους εκατό, συνήθως βίαια.
W12^Psionic Storm^B^Blizzard^D–A^12^Τα ζώα βουβαίνονται· όχι από επιλογή, αλλά επειδή δεν μπορούν να βγάλουν ήχο.
W12^Psionic Storm^B^Blizzard^D–A^13^Όσοι κοιμούνται στην περιοχή βλέπουν το ίδιο όνειρο και ξυπνούν μέσα σε ένα λεπτό ο ένας από τον άλλο.
W12^Psionic Storm^B^Blizzard^D–A^14^Η πλοήγηση καταρρέει καθώς κάθε ορόσημο διαβάζεται ως γνώριμο, είτε είναι είτε όχι.
W12^Psionic Storm^B^Blizzard^D–A^15^Αντικείμενα μετακινούνται χωρίς επαφή, αργά, και μόνο όταν δεν τα κοιτάει κανείς.
W12^Psionic Storm^B^Blizzard^D–A^16^Η καταιγίδα δεν αφήνει φυσικό αποτύπωμα — το έδαφος μετά είναι εντελώς ανέγγιχτο.
W12^Psionic Storm^B^Blizzard^D–A^17^Η ομιλία δυσκολεύει· οι άνθρωποι ψάχνουν λέξεις και βρίσκουν τις λάθος.
W12^Psionic Storm^B^Blizzard^D–A^18^Όποιος έχει χτυπηθεί ξανά νιώθει την προσέγγιση ώρες πριν από τη λάμψη.
W12^Psionic Storm^B^Blizzard^D–A^19^Οι διαφωνίες φουντώνουν γρήγορα σε όσους μοιράζονται καταφύγιο, για κάτι που κανείς δεν μπορεί μετά να ονομάσει.
W12^Psionic Storm^B^Blizzard^D–A^20^Μετά, όλη η περιοχή αναφέρει χαμένο χρόνο — λίγα λεπτά, σταθερά, παντού.
W13^Shadowstorms^A^Avalanche^D–C^1^Οι σκιές μακραίνουν πολύ πέρα από όσο επιτρέπει η γωνία του φωτός, και συνεχίζουν να μακραίνουν.
W13^Shadowstorms^A^Avalanche^D–C^2^Τα φώτα τρεμοπαίζουν σε ολόκληρη τη συνοικία και δεν βρίσκεται πηγή για την παρεμβολή.
W13^Shadowstorms^A^Avalanche^D–C^3^Ο ηλεκτρονικός εξοπλισμός δεν χαλάει, διαφθείρεται — δίνει λάθος απαντήσεις με σιγουριά.
W13^Shadowstorms^A^Avalanche^D–C^4^Τα ζώα σωπαίνουν εντελώς, και η σιωπή απλώνεται μπροστά από την καταιγίδα.
W13^Shadowstorms^A^Avalanche^D–C^5^Φαντάσματα κινούνται στην άκρη του βλέμματος και γίνονται τίποτα όταν τα κοιτάξεις κατευθείαν.
W13^Shadowstorms^A^Avalanche^D–C^6^Η ορατότητα πέφτει σε λίγα βήματα, αλλά το σκοτάδι έχει υφή αντί να είναι άδειο.
W13^Shadowstorms^A^Avalanche^D–C^7^Οι σκιές ξεκολλάνε από τα αντικείμενά τους και μένουν εκεί όταν το αντικείμενο μετακινηθεί.
W13^Shadowstorms^A^Avalanche^D–C^8^Τα divine artifacts λάμπουν σταθερά και είναι το μόνο αξιόπιστο φως στην περιοχή.
W13^Shadowstorms^A^Avalanche^D–C^9^Βρίσκονται πόρτες ανοιχτές που ήταν κλειδωμένες, και κλειστές που ήταν σφηνωμένες ανοιχτές.
W13^Shadowstorms^A^Avalanche^D–C^10^Οι αντανακλάσεις καθυστερούν σε σχέση με τα υποκείμενά τους κατά ένα κλάσμα δευτερολέπτου.
W13^Shadowstorms^A^Avalanche^D–C^11^Η πραγματική δραστηριότητα των τεράτων παραμένει χαμηλή, που κάνει κάθε drifter πιο νευρικό, όχι λιγότερο.
W13^Shadowstorms^A^Avalanche^D–C^12^Ακούγονται ονόματα να φωνάζονται από άδειο έδαφος, σωστά και με γνώριμες φωνές.
W13^Shadowstorms^A^Avalanche^D–C^13^Οι shield generators αναφέρουν συνεχώς εισβολές και δεν βρίσκεται ποτέ τίποτα.
W13^Shadowstorms^A^Avalanche^D–C^14^Κρύα σημεία κινούνται μέσα στα κτίρια με δικές τους διαδρομές, άσχετες με πόρτες και ρεύματα.
W13^Shadowstorms^A^Avalanche^D–C^15^Γραπτές σημειώσεις και σημάνσεις διαδρομής αλλάζουν διακριτικά και ευανάγνωστα.
W13^Shadowstorms^A^Avalanche^D–C^16^Οι φωτιές καίνε χαμηλά και μπλε ανεξάρτητα από το καύσιμο.
W13^Shadowstorms^A^Avalanche^D–C^17^Όποιος μείνει μόνος αναφέρει παρέα· όποιος είναι σε ομάδα αναφέρει ότι τους κοιτούν απ' έξω.
W13^Shadowstorms^A^Avalanche^D–C^18^Η καταιγίδα δεν αφήνει κατάλοιπο, ούτε ζημιά, ούτε απόδειξη ότι συνέβη.
W13^Shadowstorms^A^Avalanche^D–C^19^Οι σκύλοι δεν μπαίνουν στα προσβεβλημένα κτίρια και δεν πείθονται με τίποτα.
W13^Shadowstorms^A^Avalanche^D–C^20^Μετά, τα αρχεία της περιοχής διαφωνούν με τη μνήμη όλων για τις ίδιες τρεις μέρες.
W14^Chrono Fog^A^Avalanche^D–A^1^Τα ρολόγια της περιοχής διαφωνούν μεταξύ τους και με τον εαυτό τους από λεπτό σε λεπτό.
W14^Chrono Fog^A^Avalanche^D–A^2^Οι ομίχλες κάθονται σε ξεχωριστές ζώνες, και ο χρόνος τρέχει με διαφορετικό ρυθμό μέσα στην καθεμία.
W14^Chrono Fog^A^Avalanche^D–A^3^Είδωλα περασμένων γεγονότων παίζουν επιτόπου: κάρα που δεν υπάρχουν, φωτιές σβησμένες προ πολλού.
W14^Chrono Fog^A^Avalanche^D–A^4^Η βλάστηση γερνάει ή ανανεώνεται μέσα στην ίδια ζώνη — δεντράκια και ξερόκλαδα δίπλα-δίπλα.
W14^Chrono Fog^A^Avalanche^D–A^5^Οι χρονοσφραγίδες του Datasphere φτάνουν από πολλές διαφορετικές εποχές ταυτόχρονα.
W14^Chrono Fog^A^Avalanche^D–A^6^Τα ερείπια φαίνονται για λίγο άθικτα, με τις αρχικές τους πινακίδες, και μετά ξαναρημάζουν.
W14^Chrono Fog^A^Avalanche^D–A^7^Όποιος περπατάει σε ευθεία βγαίνει μεγαλύτερος ή μικρότερος από αυτόν που περπατούσε δίπλα του.
W14^Chrono Fog^A^Avalanche^D–A^8^Το φαγητό χαλάει ή ξαναφρεσκάρεται ανάλογα με το από ποιον θύλακα ομίχλης θα περάσει.
W14^Chrono Fog^A^Avalanche^D–A^9^Ο ήχος φτάνει με λάθος σειρά· μια κραυγή ακούγεται μετά την ηχώ της.
W14^Chrono Fog^A^Avalanche^D–A^10^Time Wraiths κάνουν κύκλους στις πυκνότερες ζώνες και φαίνονται ως παραμορφώσεις, όχι ως σχήματα.
W14^Chrono Fog^A^Avalanche^D–A^11^Τα κτίσματα δείχνουν φθορά αιώνων που δεν έχουν συμβεί ακόμα.
W14^Chrono Fog^A^Avalanche^D–A^12^Ό,τι μείνει στην ομίχλη μια νύχτα βρίσκεται φθαρμένο από δεκαετίες ή ολοκαίνουριο.
W14^Chrono Fog^A^Avalanche^D–A^13^Πατημασιές εμφανίζονται μπροστά σας σε απάτητο έδαφος, από τις δικές σας μπότες.
W14^Chrono Fog^A^Avalanche^D–A^14^Οι πληγές κλείνουν και ξανανοίγουν καθώς ο τραυματίας περνάει από ζώνη σε ζώνη.
W14^Chrono Fog^A^Avalanche^D–A^15^Η ομίχλη δεν παρασύρεται από τον άνεμο και δεν διαλύεται με τίποτα.
W14^Chrono Fog^A^Avalanche^D–A^16^Βρίσκονται πτώματα από αποστολές που δεν έχουν ξεκινήσει ακόμα.
W14^Chrono Fog^A^Avalanche^D–A^17^Οι φωτιές γίνονται στάχτη σε δευτερόλεπτα ή αρνούνται εντελώς να κάψουν.
W14^Chrono Fog^A^Avalanche^D–A^18^Οι χάρτες της περιοχής αχρηστεύονται καθώς οι δρόμοι επιστρέφουν σε παλιότερες χαράξεις.
W14^Chrono Fog^A^Avalanche^D–A^19^Πάντα βγαίνει κάποιος που αγνοείται εδώ και χρόνια και δεν το ξέρει.
W14^Chrono Fog^A^Avalanche^D–A^20^Μετά η ομίχλη σηκώνεται ακαριαία, και ό,τι ήταν μέσα μένει στην ηλικία που έφτασε.
W15^Volcanic Storm^A^Avalanche^C–S^1^Το έδαφος δονείται για μέρες πριν, και ο τρόμος γίνεται αισθητός πριν φανεί οτιδήποτε.
W15^Volcanic Storm^A^Avalanche^C–S^2^Η μυρωδιά θείου ποτίζει την περιοχή και κολλάει σε νερό, φαγητό και ρούχα.
W15^Volcanic Storm^A^Avalanche^C–S^3^Η στάχτη πέφτει αρκετά πυκνά ώστε να θάψει τους δρόμους, και κάθε ορόσημο κάτω από ύψος κεφαλιού εξαφανίζεται.
W15^Volcanic Storm^A^Avalanche^C–S^4^Η βροχή από μάγμα ανάβει φωτιές όπου πέσει, και οι φωτιές απλώνονται πιο γρήγορα απ' ό,τι προλαβαίνει κανείς.
W15^Volcanic Storm^A^Avalanche^C–S^5^Ο ουρανός γίνεται κεραμιδί το μεσημέρι και μένει έτσι μέχρι τη νύχτα.
W15^Volcanic Storm^A^Avalanche^C–S^6^Γκέιζερ ενεργοποιούνται σε όλη την περιφέρεια, ακόμα και σε σημεία χωρίς προηγούμενη θερμική δραστηριότητα.
W15^Volcanic Storm^A^Avalanche^C–S^7^Τα ποτάμια τρέχουν ζεστά, μετά καυτά, και μετά παύουν να κουβαλούν οτιδήποτε ζωντανό.
W15^Volcanic Storm^A^Avalanche^C–S^8^Οι πυροκλαστικές ροές ακολουθούν τους πυθμένες των κοιλάδων, δηλαδή ακριβώς τις διαδρομές που πρέπει να πάρουν τα κάρα.
W15^Volcanic Storm^A^Avalanche^C–S^9^Η στάχτη θάβει τη βλάστηση και την πνίγει· ολόκληρα δάση χάνονται όρθια.
W15^Volcanic Storm^A^Avalanche^C–S^10^Η αναπνοή γίνεται το κύριο πρόβλημα, και ασφράγιστο καταφύγιο δεν είναι καθόλου καταφύγιο.
W15^Volcanic Storm^A^Avalanche^C–S^11^Τα κτίσματα καταρρέουν από το βάρος της στάχτης αντί να καούν, με τις στέγες πρώτες.
W15^Volcanic Storm^A^Avalanche^C–S^12^Οντότητες φωτιάς Apocalypse-tier βγαίνουν από τους κρατήρες και κινούνται προς τα έξω.
W15^Volcanic Storm^A^Avalanche^C–S^13^Οι πηγές νερού δηλητηριάζονται από την τέφρα και δεν καθαρίζονται με φιλτράρισμα.
W15^Volcanic Storm^A^Avalanche^C–S^14^Το μέταλλο μαλακώνει όπου είναι εκτεθειμένο και οι λεπίδες που περνούν από την περιοχή βγαίνουν στραβωμένες.
W15^Volcanic Storm^A^Avalanche^C–S^15^Η ορατότητα μετριέται σε βήματα και η στάχτη κόβει εντελώς το φως το μεσημέρι.
W15^Volcanic Storm^A^Avalanche^C–S^16^Νέο έδαφος σχηματίζεται καθώς κρυώνουν οι ροές, και ο χάρτης είναι μετά λάθος με μόνιμο τρόπο.
W15^Volcanic Storm^A^Avalanche^C–S^17^Τα ζώα ασφυκτιούν πριν καούν, και οι απώλειες είναι ολοκληρωτικές στην περιοχή.
W15^Volcanic Storm^A^Avalanche^C–S^18^Οι shield domes κρατούν τη θερμότητα μέσα και οι πόλεις από κάτω γίνονται φούρνοι.
W15^Volcanic Storm^A^Avalanche^C–S^19^Ο στατικός φορτίζει το σύννεφο τέφρας και οι κεραυνοί παίζουν μέσα του συνεχώς.
W15^Volcanic Storm^A^Avalanche^C–S^20^Μετά η περιοχή είναι γκρίζα, ισοπεδωμένη και σιωπηλή, και μένει έτσι για χρόνια.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^1^Μικρά αντικείμενα αρχίζουν να ανεβαίνουν ώρες πριν συμβεί οτιδήποτε άλλο.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^2^Το νερό εγκαταλείπει τις λεκάνες του και ανεβαίνει σε συμπαγείς στήλες και σφαίρες.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^3^Τα μεταλλικά αντικείμενα επιταχύνονται προς τα πάνω και γίνονται βλήματα υψηλής ταχύτητας προς κάθε κατεύθυνση.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^4^Ένα χαμηλό βουητό ποτίζει την περιοχή και γίνεται αισθητό στο στήθος αντί να ακούγεται.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^5^Τα ζώα αιωρούνται αβοήθητα και σκοτώνονται από τα συντρίμμια, όχι από την πτώση.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^6^Χώμα, χαλίκι και χαλαρή πέτρα σηκώνονται ως ενιαίο στρώμα, αποκαλύπτοντας βράχο και θαμμένες κατασκευές.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^7^Τα κτίρια διαλύονται προς τα πάνω, πρώτα οι στέγες και μετά οι τοίχοι, σε απόλυτη σιωπή.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^8^Ό,τι είναι δεμένο με μεταλλικό συρματόσχοινο καταστρέφεται, καθώς το σχοινί γίνεται το όπλο.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^9^Σκόνη και συντρίμμια περιφέρονται σε ύψος σχηματίζοντας ορατό δαχτυλίδι γύρω από το μάτι του στροβίλου.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^10^Οι φωτιές καίνε ως σφαίρες και τρώνε το καύσιμό τους από έξω προς τα μέσα.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^11^Το αίμα λιμνάζει λάθος, και τα τραύματα συμπεριφέρονται με τρόπους που κανένας γιατρός πεδίου δεν περιμένει.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^12^Πλάσματα Cataclysmic-tier έχουν καταγραφεί μέσα στο μάτι και φαίνονται εντελώς ανεπηρέαστα.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^13^Οι shield domes αντιστρέφουν την καμπυλότητά τους και οι generators ξεριζώνονται από τα θεμέλια.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^14^Ο ήχος ταξιδεύει παράξενα, φτάνοντας από πάνω ανεξάρτητα από το πού είναι η πηγή.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^15^Θαμμένα ναυάγια από πριν το Scarring σηκώνονται άθικτα στον ανοιχτό αέρα.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^16^Ό,τι ανεβαίνει κατεβαίνει όταν περάσει ο στρόβιλος, σε μεγάλη και απρόβλεπτη έκταση.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^17^Το μάτι είναι ήρεμο, και όσοι drifters το φτάνουν αναφέρουν απόλυτη ακινησία και καθόλου βαρύτητα.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^18^Αδέσποτα πυρομαχικά και παλιές οβίδες ανεβαίνουν, συγκρούονται και εκρήγνυνται σε ύψος.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^19^Τα ποτάμια αδειάζουν προς τα πάνω και οι κοίτες μένουν ξερές και ξεγυμνωμένες ως τον βράχο.
