Weather_ID^Weather^Nav^Nav_Name^Monster_Range^d20^Area_Effect
W01^The Calm^D^Drizzle^None^1^Dust settles for the first time in days, and the roads show every track laid down during the last storm.
W13^Shadowstorms^A^Avalanche^D–C^20^Afterward, the region's records disagree with everyone's memory of the same three days.
W14^Chrono Fog^A^Avalanche^D–A^1^Clocks in the region disagree with each other and with themselves minute to minute.
W14^Chrono Fog^A^Avalanche^D–A^2^Fog banks sit in distinct zones, and time runs at a different rate inside each.
W14^Chrono Fog^A^Avalanche^D–A^3^Ghost images of past events replay in place: carts that are not there, fires long out.
W14^Chrono Fog^A^Avalanche^D–A^4^Vegetation ages or reverts within a single zone — saplings and deadfall side by side.
W14^Chrono Fog^A^Avalanche^D–A^5^Datasphere timestamps arrive from several different eras at once.
W14^Chrono Fog^A^Avalanche^D–A^6^Ruins appear briefly intact, complete with their original signage, then decay again.
W14^Chrono Fog^A^Avalanche^D–A^7^A person walking a straight line emerges older or younger than the person beside them.
W14^Chrono Fog^A^Avalanche^D–A^8^Food spoils or unspoils depending on which pocket of fog it is carried through.
W14^Chrono Fog^A^Avalanche^D–A^9^Sound arrives out of order; a shout is heard after its echo.
W14^Chrono Fog^A^Avalanche^D–A^10^Time Wraiths circle the densest zones and are visible as distortions rather than shapes.
W14^Chrono Fog^A^Avalanche^D–A^11^Structures show wear from centuries that have not happened yet.
W14^Chrono Fog^A^Avalanche^D–A^12^Anything left in the fog overnight is found weathered by decades or restored to new.
W14^Chrono Fog^A^Avalanche^D–A^13^Footprints appear ahead of the party on untrodden ground, in their own boots.
W14^Chrono Fog^A^Avalanche^D–A^14^Wounds close and reopen as the bearer moves between zones.
W14^Chrono Fog^A^Avalanche^D–A^15^The fog does not drift with the wind and cannot be dispersed.
W14^Chrono Fog^A^Avalanche^D–A^16^Bodies are found from expeditions that have not yet set out.
W14^Chrono Fog^A^Avalanche^D–A^17^Fires burn down to ash in seconds or refuse to consume fuel at all.
W14^Chrono Fog^A^Avalanche^D–A^18^The region's maps become unreliable as roads revert to earlier alignments.
W14^Chrono Fog^A^Avalanche^D–A^19^Someone always emerges who has been missing for years and does not know it.
W14^Chrono Fog^A^Avalanche^D–A^20^Afterward the fog lifts instantly, and everything inside is left at whatever age it reached.
W15^Volcanic Storm^A^Avalanche^C–S^1^The ground vibrates for days beforehand, and the tremor is felt before anything is seen.
W15^Volcanic Storm^A^Avalanche^C–S^2^Sulfur smell saturates the region and clings to water, food and cloth.
W15^Volcanic Storm^A^Avalanche^C–S^3^Ash falls thick enough to bury roads, and every landmark below head height disappears.
W15^Volcanic Storm^A^Avalanche^C–S^4^Magma rain sets fires wherever it lands, and the fires spread faster than anyone can respond.
W15^Volcanic Storm^A^Avalanche^C–S^5^The sky goes brick-red at midday and stays that colour into the night.
W15^Volcanic Storm^A^Avalanche^C–S^6^Geysers activate across the district, including in places with no prior thermal activity.
W15^Volcanic Storm^A^Avalanche^C–S^7^Rivers run warm, then hot, then stop carrying anything alive.
W15^Volcanic Storm^A^Avalanche^C–S^8^Pyroclastic flows follow valley floors, which are exactly the routes carts must use.
W15^Volcanic Storm^A^Avalanche^C–S^9^Ash buries vegetation and smothers it; whole forests are lost standing upright.
W15^Volcanic Storm^A^Avalanche^C–S^10^Breathing becomes the primary problem, and unsealed shelter is no shelter at all.
W15^Volcanic Storm^A^Avalanche^C–S^11^Structures collapse under ash load rather than burning, roofs first.
W15^Volcanic Storm^A^Avalanche^C–S^12^Apocalypse-tier fire entities emerge from the vents and move outward from them.
W15^Volcanic Storm^A^Avalanche^C–S^13^Water sources are poisoned by ashfall and cannot be filtered clean.
W15^Volcanic Storm^A^Avalanche^C–S^14^Metal softens where it is exposed and blades taken through the region come out warped.
W15^Volcanic Storm^A^Avalanche^C–S^15^Visibility is measured in paces and the ash blocks light entirely at midday.
W15^Volcanic Storm^A^Avalanche^C–S^16^New ground forms as flows cool, and the map is wrong afterward in permanent ways.
W15^Volcanic Storm^A^Avalanche^C–S^17^Livestock suffocate before they burn, and the losses are total across the region.
W15^Volcanic Storm^A^Avalanche^C–S^18^Shield domes hold heat in and the cities beneath them become ovens.
W15^Volcanic Storm^A^Avalanche^C–S^19^Static builds in the ash cloud and lightning plays through it constantly.
W15^Volcanic Storm^A^Avalanche^C–S^20^Afterward the region is grey, level and silent, and stays that way for years.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^1^Small objects begin drifting upward hours before anything else happens.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^2^Water leaves its basins and rises in coherent columns and spheres.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^3^Metallic objects accelerate upward and become high-velocity projectiles in every direction.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^4^A low hum saturates the region and is felt in the chest rather than heard.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^5^Animals levitate helplessly and are killed by the debris rather than the fall.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^6^Topsoil, gravel and loose stone lift as a single layer, exposing bedrock and buried structures.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^7^Buildings come apart upward, roofs first, then walls, in complete silence.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^8^Anything tethered with metal cable is destroyed as the cable becomes the weapon.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^9^Dust and debris orbit at altitude in a visible ring around the vortex eye.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^10^Fires burn as spheres and consume their fuel from the outside in.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^11^Blood pools wrongly, and injuries in the region behave in ways no field medic expects.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^12^Cataclysmic-tier creatures are documented inside the eye and appear entirely unaffected.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^13^Shield domes invert their curvature and the generators tear free of their foundations.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^14^Sound travels oddly, arriving from above regardless of the source's position.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^15^Buried wreckage from before the Scarring is lifted intact into open air.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^16^Anything that goes up comes down when the vortex passes, over a wide and unpredictable area.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^17^The eye is calm, and drifters who reach it report perfect stillness and no gravity at all.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^18^Loose ordnance and old munitions rise, collide and detonate at height.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^19^Rivers empty upward and the beds are left dry and scoured to stone.
W16^Anti-Gravity Vortex^A^Avalanche^A–S+^20^Afterward the region is littered with everything the vortex held, dropped from a great height.
W17^Necrotic Shroud^A^Avalanche^A–S^1^Plants wither in visible waves as the fog front advances across open ground.
W17^Necrotic Shroud^A^Avalanche^A–S^2^The fog is greenish, cold, and heavier than air, pooling in cellars and low ground first.
W17^Necrotic Shroud^A^Avalanche^A–S^3^Every animal capable of leaving has left before the shroud arrives.
W17^Necrotic Shroud^A^Avalanche^A–S^4^Voices of the dead are audible, speaking normally, in languages the region no longer uses.
W17^Necrotic Shroud^A^Avalanche^A–S^5^Datasphere signals stop entirely inside the fog, with no static and no error — just absence.
W17^Necrotic Shroud^A^Avalanche^A–S^6^Living tissue degrades on prolonged contact, starting with the extremities.
W17^Necrotic Shroud^A^Avalanche^A–S^7^Undead already present are empowered and multiply, and burial grounds do not stay closed.
W17^Necrotic Shroud^A^Avalanche^A–S^8^The smell of decay is present without any source that can be found.
W17^Necrotic Shroud^A^Avalanche^A–S^9^Water sources go stagnant within hours regardless of flow rate.
W17^Necrotic Shroud^A^Avalanche^A–S^10^Divine artifacts burn bright and clear here, and are the only reliable defence.
W17^Necrotic Shroud^A^Avalanche^A–S^11^Food stores spoil through sealed containers.
W17^Necrotic Shroud^A^Avalanche^A–S^12^Wounds refuse to close and old scars split open along their original lines.
W17^Necrotic Shroud^A^Avalanche^A–S^13^Fires burn but give almost no heat.
W17^Necrotic Shroud^A^Avalanche^A–S^14^Structures rot at accelerated rates — timber goes soft, mortar crumbles, iron flakes.
W17^Necrotic Shroud^A^Avalanche^A–S^15^The fog does not disperse in wind and moves against it when it moves at all.
W17^Necrotic Shroud^A^Avalanche^A–S^16^Anyone who dies inside the shroud does not stay down for long.
W17^Necrotic Shroud^A^Avalanche^A–S^17^Shield domes filter it partially, and the cities beneath report a thin green haze at street level.
W17^Necrotic Shroud^A^Avalanche^A–S^18^Sound is deadened; shouting carries no further than speaking.
W17^Necrotic Shroud^A^Avalanche^A–S^19^The dead speak to specific people by name, and only they can hear it.
W17^Necrotic Shroud^A^Avalanche^A–S^20^Afterward the ground is barren for a season and nothing planted in it takes.
W18^Glass Rain^A^Avalanche^A–S^1^A faint tinkling arrives on the wind minutes before anything falls.
W18^Glass Rain^A^Avalanche^A–S^2^The sky develops a hard glassy shimmer and the sun refracts into fragments across it.
W18^Glass Rain^A^Avalanche^A–S^3^Probe shards fall first — small, sparse, and easy to mistake for hail.
W18^Glass Rain^A^Avalanche^A–S^4^Microscopic shards hang in the air and enter the lungs of anything breathing unfiltered.
W18^Glass Rain^A^Avalanche^A–S^5^Building-sized panels fall intact and shatter on impact, clearing everything within a hundred paces.
W18^Glass Rain^A^Avalanche^A–S^6^Actual diamonds fall among the glass, and the ground afterward is genuinely valuable.
W18^Glass Rain^A^Avalanche^A–S^7^The smell of hot sand saturates the region before the first shard lands.
W18^Glass Rain^A^Avalanche^A–S^8^Roads become impassable to anything without sealed tyres or tracks.
W18^Glass Rain^A^Avalanche^A–S^9^Vegetation is shredded to stubble and the ground glitters where it stood.
W18^Glass Rain^A^Avalanche^A–S^10^Water sources fill with suspended glass and cannot be drunk from at all.
W18^Glass Rain^A^Avalanche^A–S^11^Livestock die from inhalation days later, long after the storm has passed.
W18^Glass Rain^A^Avalanche^A–S^12^Light refracts unpredictably off the accumulated shards, and the region becomes blinding at dawn.
W18^Glass Rain^A^Avalanche^A–S^13^Shield domes are scoured to opacity and must be replaced rather than cleaned.
W18^Glass Rain^A^Avalanche^A–S^14^Structures survive but every window, lens and shardlight housing in the region is destroyed.
W18^Glass Rain^A^Avalanche^A–S^15^Salvagers arrive within a day and die at a predictable rate collecting diamonds.
W18^Glass Rain^A^Avalanche^A–S^16^Apocalypse-tier creatures move through unharmed, and the shards break against them.
W18^Glass Rain^A^Avalanche^A–S^17^Sound is sharp and glittering and carries badly over the accumulated debris.
W18^Glass Rain^A^Avalanche^A–S^18^Anything soft-sided is destroyed; tents, tarps and canvas caravans are total losses.
W18^Glass Rain^A^Avalanche^A–S^19^The accumulated glass shifts underfoot for weeks afterward and cuts through boot leather.
W18^Glass Rain^A^Avalanche^A–S^20^The region is left beautiful, lethal, and impossible to cross on foot for a season.
W19^Waterfall Shower^A^Avalanche^A–S^1^The environment feels unnaturally dry in the hours before, and everyone's throat goes rough.
W19^Waterfall Shower^A^Avalanche^A–S^2^It begins like ordinary rain and gives no other warning at all.
W19^Waterfall Shower^A^Avalanche^A–S^3^Water condenses at altitude into masses that fall as whole rivers rather than droplets.
W19^Waterfall Shower^A^Avalanche^A–S^4^The falls move across the landscape, so static shelter is no protection.
W19^Waterfall Shower^A^Avalanche^A–S^5^Impact zones are flattened completely — structures, trees and terrain features alike.
W19^Waterfall Shower^A^Avalanche^A–S^6^Flash floods run in every direction at once, following no drainage that makes sense.
W19^Waterfall Shower^A^Avalanche^A–S^7^Dry riverbeds fill and overtop within minutes and change course permanently.
W19^Waterfall Shower^A^Avalanche^A–S^8^The noise makes communication impossible beyond arm's length.
W19^Waterfall Shower^A^Avalanche^A–S^9^Monsters go into a frenzy and attack everything, including each other.
W19^Waterfall Shower^A^Avalanche^A–S^10^Ground saturates instantly and anything heavy sinks where it stands.
W19^Waterfall Shower^A^Avalanche^A–S^11^Debris rafts form and travel miles, carrying wreckage and bodies into new districts.
W19^Waterfall Shower^A^Avalanche^A–S^12^Bridges and fords are removed entirely, and the region is cut into isolated pockets.
W19^Waterfall Shower^A^Avalanche^A–S^13^Cellars, mines and tunnels fill top to bottom without warning.
W19^Waterfall Shower^A^Avalanche^A–S^14^The falls leave circular scours in bedrock that stay visible for generations.
W19^Waterfall Shower^A^Avalanche^A–S^15^Air pressure drops sharply under a fall and ears rupture at close range.
W19^Waterfall Shower^A^Avalanche^A–S^16^Shield domes shed the water but the runoff destroys everything at the dome's perimeter.
W19^Waterfall Shower^A^Avalanche^A–S^17^Livestock drown in open ground, nowhere near any water source.
W19^Waterfall Shower^A^Avalanche^A–S^18^Apocalypse-tier creatures fight openly and the region becomes a battlefield nobody chose.
W19^Waterfall Shower^A^Avalanche^A–S^19^Between falls there are minutes of complete calm, which lures people out.
W19^Waterfall Shower^A^Avalanche^A–S^20^Afterward the region is scoured, reshaped, and littered with whatever the water carried.
W20^Cosmic Storm^S^Scarring^A–S+^1^The horizon appears to shatter, and by the time it is visible the storm has already begun.
W20^Cosmic Storm^S^Scarring^A–S+^2^Objects, creatures and whole landscape features appear and vanish without transition.
W20^Cosmic Storm^S^Scarring^A–S+^3^Terrain rearranges — a ridge stands where a valley was and the road ends in open air.
W20^Cosmic Storm^S^Scarring^A–S+^4^Colours occur that nobody in the party can name or agree on.
W20^Cosmic Storm^S^Scarring^A–S+^5^Gravity, light and sound each stop behaving consistently, independently of one another.
W20^Cosmic Storm^S^Scarring^A–S+^6^Structures exist in two states at once and are dangerous to enter in either.
W20^Cosmic Storm^S^Scarring^A–S+^7^The storm cannot be flown around, tunnelled under, or outrun.
W20^Cosmic Storm^S^Scarring^A–S+^8^Three tiers of monster emerge together, and the largest ignore the others entirely.
W20^Cosmic Storm^S^Scarring^A–S+^9^Datasphere nodes report the region as multiple contradictory locations simultaneously.
W20^Cosmic Storm^S^Scarring^A–S+^10^Water runs in directions unrelated to slope.
W20^Cosmic Storm^S^Scarring^A–S+^11^People are separated by a few paces and lose each other completely.
W20^Cosmic Storm^S^Scarring^A–S+^12^Shield domes fail in ways their engineers cannot afterward explain or reproduce.
W20^Cosmic Storm^S^Scarring^A–S+^13^Things that were destroyed years ago stand whole, and are solid to the touch.
W20^Cosmic Storm^S^Scarring^A–S+^14^Distance stops being reliable; a hundred paces takes an hour or a heartbeat.
W20^Cosmic Storm^S^Scarring^A–S+^15^The sky shows constellations that do not exist and the three moons in the wrong order.
W20^Cosmic Storm^S^Scarring^A–S+^16^Fires burn without fuel and cannot be extinguished.
W20^Cosmic Storm^S^Scarring^A–S+^17^Anything left behind is not there afterward, and anything abandoned elsewhere may be.
W20^Cosmic Storm^S^Scarring^A–S+^18^The storm's edge is visible as a hard line and does not move predictably.
W20^Cosmic Storm^S^Scarring^A–S+^19^Survivors describe entirely different events in the same location at the same time.
W20^Cosmic Storm^S^Scarring^A–S+^20^Afterward the region is subtly wrong, and cartographers argue for years about what changed.
W21^Dimensional Scars^S^Scarring^Any–S+^1^It begins as ordinary rain, which is why so many caravans are caught by it.
W21^Dimensional Scars^S^Scarring^Any–S+^2^Closed portals appear on walls, floors, cart-beds and open ground as dark seams.
W21^Dimensional Scars^S^Scarring^Any–S+^3^The seams open in sequence, and the sound is the same each time.
W21^Dimensional Scars^S^Scarring^Any–S+^4^Creatures emerge continuously from every rift, of any tier, without pattern.
W21^Dimensional Scars^S^Scarring^Any–S+^5^Air from elsewhere comes through — wrong temperature, wrong smell, wrong pressure.
W21^Dimensional Scars^S^Scarring^Any–S+^6^Light from the rifts falls in colours that do not match the sky above them.
W21^Dimensional Scars^S^Scarring^Any–S+^7^The ground around each scar is scorched, frozen or crystallised depending on what lies beyond.
W21^Dimensional Scars^S^Scarring^Any–S+^8^Rifts open inside structures, and buildings become the most dangerous place to shelter.
W21^Dimensional Scars^S^Scarring^Any–S+^9^The largest creatures cannot fit through, and can be heard trying.
W21^Dimensional Scars^S^Scarring^Any–S+^10^Navigation is impossible; movement in any direction crosses more rifts than it avoids.
W21^Dimensional Scars^S^Scarring^Any–S+^11^Shield domes are penetrated from inside, as scars open within the perimeter.
W21^Dimensional Scars^S^Scarring^Any–S+^12^Objects fall through from elsewhere: wreckage, bones, and things with no reference in any record.
W21^Dimensional Scars^S^Scarring^Any–S+^13^Rifts close as suddenly as they open, sometimes with something halfway through.
W21^Dimensional Scars^S^Scarring^Any–S+^14^Vegetation near a scar mutates within hours into forms that seed and spread.
W21^Dimensional Scars^S^Scarring^Any–S+^15^The Datasphere floods with data from sources that do not exist.
W21^Dimensional Scars^S^Scarring^Any–S+^16^Water drains through open scars and whole reservoirs empty into elsewhere.
W21^Dimensional Scars^S^Scarring^Any–S+^17^Sound comes back through the rifts delayed and distorted, in voices from the other side.
W21^Dimensional Scars^S^Scarring^Any–S+^18^Even Awakened and high-tier drifters shelter rather than fight; the numbers are simply wrong.
W21^Dimensional Scars^S^Scarring^Any–S+^19^The region afterward holds permanent scar sites that reopen on no schedule anyone has found.
W21^Dimensional Scars^S^Scarring^Any–S+^20^Every new Dimensional Scar adds to the world's monster population permanently.
