ID^Name^Gender^Ancestry^Class^Subclass^Level^CR^Role^Faction^Region^Settlement^Disposition^AC^HP^Main_Attack^Attack_Bonus^Damage^Key_Spells^Constellation^Notable_Items^First_Met^Speech_Quirks
SL-00004^Manneo Whitlock^Γυναίκα^Goliath^Fighter^-^2^1/4^Σκοπός^Guardians^Thundermount^Anvil Head (SET-035)^Ουδέτερη^17^23^Greatsword^+5^2d6+3 τέμνον^-^-^βαρίδια ρίψης; χρονόμετρο έκρηξης, ακόμα κουρδισμένο; συντεταγμένες προς ένα άγνωστο από τα 108 Wonders^Κάθεται πάνω σε σωρό μπάζων, τρώει, και κοιτάει το στόμιο ενός shaft.^Μιλάει γρήγορα όταν λέει ψέματα και αργά όταν λέει αλήθεια, και το ξέρει.
SL-00012^Rhys Hollis^Άνδρας^Half-Elf^Artificer^Armorer^7^3^Ιχνηλάτης θηρίων^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Ουδέτερος^17^77^Steel Defender + warhammer^+7^1d8+4 τέμνον^Catapult; Absorb Elements; Invisibility; Faerie Fire^-^πρωτότυπο που δεν δούλεψε ποτέ; κομμάτι λιωμένης ράγας; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Φράζει την είσοδο ενός shaft με το σώμα του, λέει στο συνεργείο να πάει σπίτι και αρνείται να εξηγήσει.^Έχει μάθει να χαμηλώνει τη φωνή του όταν λέει κάτι αληθινό.
SL-02671^Miraeth Oakhollow^Γυναίκα^Elf^Druid^Circle of the Moon^12^8^Πρεσβύτερος του Circle^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Ουδέτερη^16^122^Produce Flame^+9^1d8+5 τέμνον^Entangle; Heat Metal; Thunderwave; Goodberry^-^χάρτης άστρων σε κατεργασμένο δέρμα; χρονόμετρο έκρηξης, ακόμα κουρδισμένο; Guardian dog-tag που δεν είναι δικό της^Μαθαίνει σε ένα συνεργείο ένα σήμα χτυπώντας πάνω σε ράγα.^Βουβη από παιδί· χειρονομεί με άνεση και περιμένει να προλαβαίνετε.
SL-02677^Sprocket Voss^Άνδρας^Gnome^Cleric^Grave Domain^5^3^Επιθεωρητής wards^Independent^Thundermount^Deep Cut (SET-027)^Φιλικός^19^48^Mace^+7^1d6+4 θλαστικό^Cure Wounds; Silence; Shield of Faith; Healing Word^-^ραγισμένο field-bowl (σύμβολο Mender's Bowl); σφραγισμένο assay με αδύνατη ένδειξη; σφραγισμένο φιαλίδιο με μόνο μια ημερομηνία^Πίνει μόνος σε ταβέρνα γεμάτη με το δικό του συνεργείο.^Τραυλίζει μόνο στην πρώτη λέξη της πρότασης και σε καμία μετά.
SL-02682^Roscoe Havelock^Άνδρας^Halfling^Fighter^Psi Warrior^7^3^Καπετάνιος σχοινιών^Thundermount Guild^Thundermount^Copper Adit (SET-026)^Εχθρικός^20^81^Lance (mounted)^+7^1d12+4 διατρητικό^-^-^δόρυ με αλλαγμένη αιχμή, δύο φορές; χρονόμετρο έκρηξης, ακόμα κουρδισμένο; πορτρέτο κάποιου που το party θα συναντήσει αργότερα^Στέκεται εντελώς ακίνητος σε μια στοά, ακούγοντας, και κάνει νόημα για ησυχία.^Σταματάει να μιλάει εντελώς όταν μπαίνει κάποιος άλλος και ξεκινάει πάλι όταν φύγει.
SL-02686^Bevan Barrow^Άνδρας^Half-Elf^Wizard^School of Illusion^5^3^Μελετητής ουρανού^Drifters^Thundermount^Deep Cut (SET-027)^Εχθρικός^12^44^Arcane Ray^+7^2d8 force^Sleep; Web; Invisibility; Shield^-^spellbook με δικές του σημειώσεις; χρονόμετρο έκρηξης, ακόμα κουρδισμένο; δαχτυλίδι πολύ μικρό για οποιονδήποτε γνωρίζει^Χτυπάει μετάλλευμα με ρυθμό που τελικά αποδεικνύεται σήμα.^Απαντάει με παροιμίες, τις μισές από τις οποίες επινοεί.
SL-02694^Vola Greave^Γυναίκα^Half-Orc^Ranger^Hunter^7^3^Φύλακας των τραγουδιών^Independent^Thundermount^Deep Cut (SET-027)^Φιλική^15^63^Longbow^+7^1d8+4 διατρητικό^Hunter's Mark; Summon Beast; Cure Wounds; Fog Cloud^-^μπότες με σόλα που δεν αφήνει ίχνος; χρονόμετρο έκρηξης, ακόμα κουρδισμένο; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Λύνει μια διαφορά μεροκάματου πληρώνοντας τη διαφορά από την τσέπη της.^Εκκωφαντική ένταση χωρίς ρύθμιση για εσωτερικό χώρο· αποκαλεί τους πάντες με τη δουλειά τους.
SL-02697^Zael Yestermarch^Άνδρας^Tiefling^Paladin^Oath of Vengeance^5^2^Φρουρός καραβανιού^Guardians^Thundermount^Deep Adit (SET-029)^Φιλικός^19^60^Greatsword (Divine Smite)^+7^2d6+4 + 2d8 radiant^Zone of Truth; Misty Step; Hunter's Mark; Compelled Duel^-^όρκος ξαναγραμμένος με το ίδιο του το χέρι; κεντρικό κλειδί των shafts; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Στέκεται εντελώς ακίνητος σε μια στοά, ακούγοντας, και κάνει νόημα για ησυχία.^Χρησιμοποιεί αργκό του σώματος για μέλη και τραύματα και βρίσκει τις απλές λέξεις ναζιάρικες.
SL-02709^Cog Pike^Άνδρας^Awakened Construct^Druid^Circle of the Moon^10^6^Μεταφορέας μεταλλεύματος^Thundermount Guild^Thundermount^Deep Cut (SET-027)^Ουδέτερος^15^85^Produce Flame^+9^1d8+5 τέμνον^Faerie Fire; Wind Wall; Dispel Magic; Thunderwave^-^μενταγιόν Prism Arc; κομμάτι λιωμένης ράγας; διαταγές που επέλεξε να μην ακολουθήσει^Στέκεται εντελώς ακίνητος σε μια στοά, ακούγοντας, και κάνει νόημα για ησυχία.^Φωνή ρυθμισμένη να περνάει πάνω από μηχανήματα· τρομάζει κόσμο σε κλειστούς χώρους.
SL-02716^Fenn Ravensmere^Άνδρας^Halfling^Sorcerer^Wild Magic Sorcery^6^4^Μεταφορέας μεταλλεύματος^Thundermount Guild^Thundermount^Deep Cut (SET-027)^Ουδέτερος^14^48^Chromatic Orb^+7^2d8 lightning^Absorb Elements; Burning Hands; Scorching Ray; Chromatic Orb^-^δαχτυλίδι που ζεσταίνεται όταν λέει ψέματα; δείγμα πυρήνα με ετικέτα σε γραφικό χαρακτήρα που κανείς δεν αναγνωρίζει; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Στέκεται εντελώς ακίνητος σε μια στοά, ακούγοντας, και κάνει νόημα για ησυχία.^Βουβος από παιδί· χειρονομεί με άνεση και περιμένει να προλαβαίνετε.
SL-02724^Ashe Vance^Γυναίκα^Tiefling^Druid^Circle of the Sea^8^5^Μάρτυρας συμβολαίων^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Φιλική^16^74^Starry Form (The Long Shot)^+7^1d8+4 radiant^Faerie Fire; Heat Metal; Barkskin; Entangle^-^χάρτης άστρων σε κατεργασμένο δέρμα; λάμπα με ραγισμένο δοχείο; σελίδα σκισμένη από πολύ παλιότερο βιβλίο^Κάθεται πάνω σε σωρό μπάζων, τρώει, και κοιτάει το στόμιο ενός shaft.^Χρησιμοποιεί λόγια γραμματική και χυδαίο λεξιλόγιο στην ίδια ανάσα.
SL-02729^Torv Blackfell^Άνδρας^Half-Orc^Ranger^-^2^1/4^Καμπανάρης^Thundermount Guild^Thundermount^Deep Cut (SET-027)^Ουδέτερος^14^19^Hand crossbow^+5^1d6+3 διατρητικό^Goodberry; Ensnaring Strike; Cure Wounds; Fog Cloud^-^παγίδες και σφυρίχτρα από κόκαλο; χρονόμετρο έκρηξης, ακόμα κουρδισμένο; γράμμα που δεν στάλθηκε ποτέ^Κοιμάται στο στόμιο του shaft αντί να πάει σπίτι.^Μιλάει τέλεια την τοπική γλώσσα αλλά σκέφτεται σε άλλη, και φαίνεται στη σειρά των λέξεων.
SL-02730^Orrin Ullswater^Άνδρας^Half-Elf^Ranger^-^1^1/8^Παραγιός μάγειρα^Guardians^Thundermount^Anvil Head (SET-035)^Εχθρικός^14^11^Shortsword pair^+5^1d6+3 διατρητικό^Hunter's Mark; Ensnaring Strike; Fog Cloud; Cure Wounds^-^πυξίδα Drifter's Road; δείγμα πυρήνα με ετικέτα σε γραφικό χαρακτήρα που κανείς δεν αναγνωρίζει; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Κουβαλάει λάμπα σε ένα shaft που όλοι οι άλλοι έχουν εγκαταλείψει.^Μιλάει μόνο σε προστακτική, ακόμα και κοινωνικά.
SL-02733^Dimble Quill^Άνδρας^Gnome^Rogue^-^1^1/8^Σκοπός^Thundermount Guild^Thundermount^Deep Cut (SET-027)^Εχθρικός^14^6^Dagger (Sneak Attack)^+5^1d4+3 + 1d6 διατρητικό^-^-^μάσκα πιο πολύ μπαλωμένη παρά φορεμένη; πρόγραμμα βάρδιας με τρία ονόματα διαγραμμένα; debt-token από τους Lifeweavers^Μαλώνει με έναν εκτιμητή της Guild για έναν αριθμό που είναι φανερά λάθος.^Μιλάει για τον εαυτό του σε τρίτο πρόσωπο όταν συζητάει τη δουλειά.
SL-02736^Skarn Drayton^Άνδρας^Half-Orc^Paladin^Oath of Devotion^5^2^Επιστάτης ορυχείου^Drifters^Thundermount^Deep Cut (SET-027)^Εχθρικός^18^54^Warhammer (Divine Smite)^+7^1d8+4 + 2d8 radiant^Magic Weapon; Cure Wounds; Zone of Truth; Misty Step^-^λάβαρο τυλιγμένο και ποτέ ανοιγμένο; δείγμα πυρήνα με ετικέτα σε γραφικό χαρακτήρα που κανείς δεν αναγνωρίζει; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Σημαδεύει ένα δοκάρι με κιμωλία και μετά το ξανασημαδεύει διαφορετικά.^Γελάει με τα ίδια του τα αστεία έναν χτύπο πριν τα πει.
SL-02753^Emmery Meriden^Άνδρας^Human^Warlock^The Great Old One^6^4^Λοχίας τείχους^Thundermount Guild^Thundermount^Thunder Camp (SET-032)^Φιλικός^15^63^Eldritch Blast^+7^2 δέσμες, 1d10+4 force η καθεμία^Shatter; Hex; Charm Person; Darkness^-^σφραγίδα που ξανανοίγει μόνη της; σακί με ακατέργαστο crystalline ore; σύμβολο ενός Circle που δεν συνεδριάζει πια^Λύνει μια διαφορά μεροκάματου πληρώνοντας τη διαφορά από την τσέπη του.^Ξεκινάει κάθε ιστορία από τη μέση.
SL-02756^Verse Yestermarch^Γυναίκα^Awakened Construct^Wizard^School of Abjuration^10^6^Τοπογράφος routes^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Ουδέτερη^14^75^Fire Bolt^+9^210 fire^Detect Magic; Magic Missile; Grease; Sleep^-^δανεικό spellbook με τις σημειώσεις κάποιου άλλου; πρόγραμμα βάρδιας με τρία ονόματα διαγραμμένα; Guardian dog-tag που δεν είναι δικό της^Διαβάζει ένα ρήγμα με γυμνό χέρι κολλημένο στον βράχο.^Κάνει τρεις ερωτήσεις πριν απαντήσει σε μία.
SL-02757^Torinn Fallowfield^Άνδρας^Dragonborn^Sorcerer^Draconic Sorcery^15^10^Ονομασμένος των Wilds^Thundermount Guild^Thundermount^Deep Cut (SET-027)^Φιλικός^15^130^Ray of Frost^+10^3d8 cold^Meteor Swarm; Chain Lightning; Fly; Fireball^-^γάντι που κρύβει χέρι που δεν φαίνεται πια σωστό; πρόγραμμα βάρδιας με τρία ονόματα διαγραμμένα; νόμισμα στραβωμένο από βολή που δεν αυτόν πέτυχε^Διαβάζει ένα ρήγμα με γυμνό χέρι κολλημένο στον βράχο.^Μιλάει σε δεύτερο πρόσωπο για τις δικές του εμπειρίες — «μαθαίνεις, μετά από λίγο».
SL-02758^Roscoe Brackwater^Άνδρας^Halfling^Fighter^Champion^7^3^Επιστάτης ανάσυρσης^Thundermount Guild^Thundermount^Slag Cut (SET-036)^Φιλικός^18^78^Longsword^+7^1d8+4 τέμνον^-^-^βαρίδια ρίψης; σφραγισμένο assay με αδύνατη ένδειξη; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Κουβαλάει λάμπα σε ένα shaft που όλοι οι άλλοι έχουν εγκαταλείψει.^Κρατάει κάθε πρόταση κάτω από έξι λέξεις, πειθαρχία που επέβαλε στον εαυτό του.
SL-02761^Halda Orlow^Γυναίκα^Dwarf^Fighter^Battle Master^15^9^Κύριος των χαρτών^Drifters^Thundermount^Anvil Head (SET-035)^Εχθρική^21^180^Lance (mounted)^+10^1d12+5 διατρητικό^-^-^δόρυ με αλλαγμένη αιχμή, δύο φορές; κεντρικό κλειδί των shafts; σφραγισμένο έγγραφο που ανοίγει μόνο στη Starfall 15^Στα μισά ενός pylon μέσα σε καταιγίδα, φωνάζει νούμερα σε έναν βοηθό που δεν υπάρχει.^Μιλάει τέλεια την τοπική γλώσσα αλλά σκέφτεται σε άλλη, και φαίνεται στη σειρά των λέξεων.
SL-02772^Otren Jorvik^Άνδρας^Dwarf^Fighter^Champion^11^6^Ανασύρτης ναυαγίων^Drifters^Thundermount^Deep Adit (SET-029)^Φιλικός^19^131^Greatsword^+9^2d6+5 τέμνον^-^-^ασπίδα με τρία διαφορετικά οικόσημα καρφωμένα το ένα πάνω στο άλλο; κεντρικό κλειδί των shafts; πορτρέτο κάποιου που το party θα συναντήσει αργότερα^Κοιμάται στο στόμιο του shaft αντί να πάει σπίτι.^Ζητάει συγγνώμη πριν από κάθε πρόταση, ακόμα και πριν από τα καλά νέα.
SL-02789^Lirael Pike^Γυναίκα^Aasimar^Cleric^War Domain^10^6^Μάγειρας μονοπατιού^Thundermount Guild^Thundermount^Deep Cut (SET-027)^Ουδέτερη^19^86^Ritual sickle^+9^1d6+5 τέμνον^Silence; Revivify; Hold Person; Beacon of Hope^-^ιερό σύμβολο λειασμένο από τη χρήση; κεντρικό κλειδί των shafts; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Κάνει καταμέτρηση που βγαίνει κάθε φορά διαφορετική.^Βραχνάδα από παλιό τραύμα στον λαιμό· κρατάει πάντα νερό κοντά.
SL-02806^Donella Grimsby^Γυναίκα^Gnome^Bard^College of Glamour^7^4^Επιστάτης ανάσυρσης^Thundermount Guild^Thundermount^Deep Cut (SET-027)^Ουδέτερη^14^57^Rapier^+7^1d8+4 διατρητικό^Suggestion; Shatter; Enhance Ability; Charm Person^-^βιβλίο με τραγούδια άλλων, χωρίς αναφορά; κεντρικό κλειδί των shafts; debt-token από τους Lifeweavers^Μαλώνει με έναν εκτιμητή της Guild για έναν αριθμό που είναι φανερά λάθος.^Αφηγείται σιγανά τις ίδιες της τις κινήσεις όσο τις κάνει.
SL-02812^Ivar Yardley^Άνδρας^Human^Wizard^School of Abjuration^7^4^Μάρτυρας συμβολαίων^Thundermount Guild^Thundermount^Thunder Camp (SET-032)^Ουδέτερος^12^55^Arcane Ray^+7^2d8 force^Detect Magic; Magic Missile; Shield; Scorching Ray^-^κιμωλίες σε επτά χρώματα; δείγμα πυρήνα με ετικέτα σε γραφικό χαρακτήρα που κανείς δεν αναγνωρίζει; Guardian dog-tag που δεν είναι δικό του^Σημαδεύει ένα δοκάρι με κιμωλία και μετά το ξανασημαδεύει διαφορετικά.^Παλιό τραύμα στο σαγόνι μπερδεύει τα σύμφωνά του· μιλάει αργά για να το αντισταθμίσει και μισεί να επαναλαμβάνει.
SL-02814^Lys Wintersby^Γυναίκα^Human^Sorcerer^Aberrant Sorcery^8^5^Επιστάτης ορυχείου^Independent^Thundermount^Deep Works (SET-028)^Φιλική^12^62^Ray of Frost^+7^2d8 cold^Absorb Elements; Scorching Ray; Misty Step; Chromatic Orb^-^focus από γυαλί καταιγίδας; πρόγραμμα βάρδιας με τρία ονόματα διαγραμμένα; debt-token από τους Lifeweavers^Ξεχωρίζει μετάλλευμα σε δύο σωρούς και αρνείται να εξηγήσει τον δεύτερο.^Κάνει τρεις ερωτήσεις πριν απαντήσει σε μία.
SL-02819^Wren Hollis^Γυναίκα^Human^Barbarian^Path of the Wild Heart^5^2^Λαθρέμπορος^Guardians^Thundermount^Slag Shafttown (SET-033)^Εχθρική^15^56^Maul^+7^2d6+4 θλαστικό^-^-^τσεκούρι με χαραγμένο όνομα στο στειλιάρι, όχι το δικό της; σακί με ακατέργαστο crystalline ore; shard με μήνυμα που δεν έχει παίξει ποτέ^Ξεχωρίζει μετάλλευμα σε δύο σωρούς και αρνείται να εξηγήσει τον δεύτερο.^Ξεκινάει κάθε ιστορία από τη μέση.
SL-02835^Lorna Westerly^Γυναίκα^Human^Fighter^-^1^1/8^Λυχνοκόπος^Independent^Thundermount^Anvil Head (SET-035)^Ουδέτερη^18^11^Lance (mounted)^+5^1d12+3 διατρητικό^-^-^βαρίδια ρίψης; σακί με ακατέργαστο crystalline ore; σφραγισμένο φιαλίδιο με μόνο μια ημερομηνία^Κάνει καταμέτρηση που βγαίνει κάθε φορά διαφορετική.^Σιγομουρμουρίζει ανάμεσα στις προτάσεις χωρίς να το καταλαβαίνει.
SL-02836^Seraphel Prendergast^Γυναίκα^Aasimar^Druid^Circle of the Moon^7^4^Τοπογράφος shaft^Thundermount Guild^Thundermount^Deep Cut (SET-027)^Ουδέτερη^15^65^Scimitar^+7^1d6+4 τέμνον^Healing Word; Heat Metal; Barkskin; Moonbeam^-^σακούλι με σπόρους εξαφανισμένων χόρτων; χρονόμετρο έκρηξης, ακόμα κουρδισμένο; κλειδί χωρίς κλειδαριά^Χαρτογραφεί μια καταρρευσμένη στοά μόνο με τον ήχο.^Βρίζει συνεχώς και δεν ζητάει συγγνώμη για τίποτα.
SL-02847^Bal Cobble^Άνδρας^Goliath^Druid^Circle of the Land^9^6^Φρουρός καραβανιού^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Φιλικός^15^87^Starry Form (The Long Shot)^+9^1d8+5 radiant^Spike Growth; Heat Metal; Thunderwave; Conjure Animals^-^σακούλι σπόρων που κανείς δεν αναγνωρίζει; σφραγισμένο assay με αδύνατη ένδειξη; νόμισμα στραβωμένο από βολή που δεν αυτόν πέτυχε^Διαβάζει ένα ρήγμα με γυμνό χέρι κολλημένο στον βράχο.^Μιλάει τη γραφειοκρατική του shield-district και δεν έχει καταλάβει ότι δεν είναι παγκόσμια.
SL-02853^Vayne Saltmarsh^Άνδρας^Half-Elf^Fighter^Champion^13^8^Επόπτης καταιγίδων^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Ουδέτερος^19^155^Lance (mounted)^+10^1d12+5 διατρητικό^-^-^σφυρίχτρα αξιωματικού σε φθαρμένο κορδόνι; λάμπα με ραγισμένο δοχείο; πειθαρχική αναφορά, ανοιχτή ακόμα^Σημαδεύει ένα δοκάρι με κιμωλία και μετά το ξανασημαδεύει διαφορετικά.^Δεν λέει ποτέ αντίο· οι κουβέντες απλώς σταματούν όταν το αποφασίσει.
SL-02868^Drevo Brackwater^Άνδρας^Goliath^Ranger^Hunter^18^12^Εκτιμητής της Guild^Independent^Thundermount^Anvil Head (SET-035)^Ουδέτερος^16^192^Longbow^+11^1d8+5 διατρητικό^Steel Wind Strike; Guardian of Nature; Swift Quiver; Wind Wall^-^φαρέτρα με διπλό πάτο; σφραγισμένο assay με αδύνατη ένδειξη; σελίδα σκισμένη από πολύ παλιότερο βιβλίο^Ανασύρει ένα πτώμα από shaft χωρίς βοήθεια και χωρίς σχόλιο.^Περιγράφει ανθρώπους από το βάδισμα και τη μυρωδιά τους πριν από το πρόσωπο.
SL-02879^Mehen Orrick^Άνδρας^Dragonborn^Ranger^-^2^1/4^Συλλέκτης μεταλλεύματος^Drifters^Thundermount^Anvil Head (SET-035)^Εχθρικός^14^16^Longbow^+5^1d8+3 διατρητικό^Goodberry; Fog Cloud; Hunter's Mark; Cure Wounds^-^χάρτης πηγών νερού, ενημερωμένος κάθε βδομάδα; κομμάτι λιωμένης ράγας; κλειδί τυλιγμένο σε ύφασμα, ποτέ χρησιμοποιημένο^Ανεβάζει κάτι βαρύ από ένα shaft πολύ αργά, μόνος.^Ζητάει συγγνώμη πριν από κάθε πρόταση, ακόμα και πριν από τα καλά νέα.
SL-02883^Larien Farthing^Άνδρας^Elf^Druid^Circle of the Land^10^6^Κλεπταποδόχος^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Εχθρικός^15^93^Starry Form (The Long Shot)^+9^2d8+5 radiant^Pass Without Trace; Heat Metal; Conjure Animals; Plant Growth^-^χάρτης άστρων σε κατεργασμένο δέρμα; χρονόμετρο έκρηξης, ακόμα κουρδισμένο; παιδικό γράμμα με παραλήπτη κάποιον του party^Φράζει την είσοδο ενός shaft με το σώμα του, λέει στο συνεργείο να πάει σπίτι και αρνείται να εξηγήσει.^Βουβος από παιδί· χειρονομεί με άνεση και περιμένει να προλαβαίνετε.
SL-02917^Nalla Dunwich^Γυναίκα^Goliath^Rogue^Soulknife^4^1^Αντιγραφέας καταστίχων^Thundermount Guild^Thundermount^Slag Shafttown (SET-033)^Ουδέτερη^14^33^Shortsword (Sneak Attack)^+5^1d6+3 + 2d6 διατρητικό^-^-^σχοινί με κόμπους κάθε μπράτσο; σακί με ακατέργαστο crystalline ore; κλειδί χωρίς κλειδαριά^Κάθεται πάνω σε σωρό μπάζων, τρώει, και κοιτάει το στόμιο ενός shaft.^Κλείνει κάθε πρόταση σαν να ζητάει άδεια.
SL-02922^Trym Penhallow^Γυναίκα^Halfling^Fighter^Eldritch Knight^12^7^Φύλακας της κοιλάδας^Thundermount Guild^Thundermount^Slag Shafttown (SET-033)^Φιλική^19^147^Halberd^+9^1d10+5 τέμνον^-^-^βαρίδια ρίψης; λάμπα με ραγισμένο δοχείο; μια χάρη που οφείλει κάποιος τον οποίο το party θα χρειαστεί^Μετράει το συνεργείο βγαίνοντας από το ορυχείο και βρίσκει έναν λιγότερο.^Γρήγορη, υπερδιεγερμένη ομιλία· διακόπτει τον εαυτό της με διορθώσεις και παρενθέσεις.
SL-02923^Rook Halloway^Άνδρας^Human^Cleric^Grave Domain^9^6^Μεταφορέας serum^Thundermount Guild^Thundermount^Deep Cut (SET-027)^Ουδέτερος^19^84^Ritual sickle^+9^1d6+5 τέμνον^Lesser Restoration; Revivify; Healing Word; Bless^-^λίστα ονομάτων που διαβάζεται φωναχτά κάθε αυγή; δείγμα πυρήνα με ετικέτα σε γραφικό χαρακτήρα που κανείς δεν αναγνωρίζει; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Κάνει καταμέτρηση που βγαίνει κάθε φορά διαφορετική.^Μιλάει γρήγορα όταν λέει ψέματα και αργά όταν λέει αλήθεια, και το ξέρει.
SL-02924^Doran Stonebridge^Άνδρας^Human^Bard^-^1^1/8^Παγιδευτής^Drifters^Thundermount^Slag Shafttown (SET-033)^Ουδέτερος^15^11^Vicious Mockery^+5^1d6+3 τέμνον^Faerie Fire; Bane; Healing Word; Charm Person^-^βιβλίο με τραγούδια άλλων, χωρίς αναφορά; λάμπα με ραγισμένο δοχείο; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Κάθεται πάνω σε σωρό μπάζων, τρώει, και κοιτάει το στόμιο ενός shaft.^Δεν μπορεί να ψιθυρίσει· ο ψίθυρός του ακούγεται πιο μακριά από την κανονική του φωνή.
SL-02937^Nashka Ashby^Γυναίκα^Goliath^Ranger^Fey Wanderer^6^3^Αξιωματικός σημάτων^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Ουδέτερη^17^49^Shortsword pair^+7^1d6+4 διατρητικό^Silence; Lesser Restoration; Goodberry; Spike Growth^-^χάρτης πηγών νερού, ενημερωμένος κάθε βδομάδα; δείγμα πυρήνα με ετικέτα σε γραφικό χαρακτήρα που κανείς δεν αναγνωρίζει; μισή σκισμένη χάρτα· το άλλο μισό λείπει^Μαθαίνει σε ένα συνεργείο ένα σήμα χτυπώντας πάνω σε ράγα.^Μιλάει τέλεια την τοπική γλώσσα αλλά σκέφτεται σε άλλη, και φαίνεται στη σειρά των λέξεων.
SL-02950^Enna Ambry^Γυναίκα^Elf^Druid^-^2^1/4^Νυχτερινή σκοπιά^Thundermount Guild^Thundermount^Deep Cut (SET-027)^Ουδέτερη^14^17^Scimitar^+5^1d6+3 τέμνον^Healing Word; Faerie Fire; Entangle; Goodberry^-^βάζο με χώμα από τόπο που δεν υπάρχει πια; κομμάτι λιωμένης ράγας; σφραγισμένο φιαλίδιο με μόνο μια ημερομηνία^Ξεχωρίζει μετάλλευμα σε δύο σωρούς και αρνείται να εξηγήσει τον δεύτερο.^Μερική απώλεια ακοής από τις εκρήξεις· κοιτάει στόματα, και απαντάει στην ερώτηση που περίμενε.
SL-02952^Mehen Mourn^Άνδρας^Dragonborn^Rogue^Soulknife^12^7^Αρχιτέκτονας shield^Thundermount Guild^Thundermount^Deep Cut (SET-027)^Εχθρικός^18^115^Dagger (Sneak Attack)^+9^1d4+5 + 6d6 διατρητικό^-^-^ζευγάρι μαυρισμένα shortswords; σακί με ακατέργαστο crystalline ore; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Κόβει δείγμα crystalline και τσεπώνει το μισό.^Παραλείπει τα άρθρα, δίνοντας σε κάθε πρόταση κοφτό, τηλεγραφικό σχήμα.
SL-02961^Casimir Draye^Άνδρας^Human^Barbarian^Path of the Zealot^7^3^Λαθρέμπορος^Independent^Thundermount^Anvil Head (SET-035)^Ουδέτερος^17^76^Greatsword^+7^2d6+4 τέμνον^-^-^greatsword με χαυλιόδοντα αγριόχοιρου; πρόγραμμα βάρδιας με τρία ονόματα διαγραμμένα; σπασμένη λεπίδα φυλαγμένη για την επιγραφή της^Χτυπάει μετάλλευμα με ρυθμό που τελικά αποδεικνύεται σήμα.^Ξεκινάει κάθε ιστορία από τη μέση.
SL-02970^Vela Cindermark^Γυναίκα^Dwarf^Barbarian^-^2^1/4^Καθαριστής τείχους^Independent^Thundermount^Deep Adit (SET-029)^Ουδέτερη^14^22^Greataxe^+5^1d12+3 τέμνον^-^-^greataxe ορυχείου με λάμα φαγωμένη από μετάλλευμα; σακί με ακατέργαστο crystalline ore; κομμάτι συμβολαίου με τρεις υπογραφές και κανέναν όρο^Κάνει καταμέτρηση που βγαίνει κάθε φορά διαφορετική.^Κοφτές καταφάσεις· χρόνια φωνάζοντας πάνω από τον άνεμο άφησαν τη φωνή της μόνιμα βραχνή.
SL-02979^Verity Yarrowdale^Γυναίκα^Tiefling^Fighter^Battle Master^9^5^Μεσάζων χρεών^Independent^Thundermount^Deep Cut (SET-027)^Φιλική^18^94^Lance (mounted)^+9^1d12+5 διατρητικό^-^-^χαρακωμένο greatsword; κομμάτι λιωμένης ράγας; shard με μήνυμα που δεν έχει παίξει ποτέ^Κάνει καταμέτρηση που βγαίνει κάθε φορά διαφορετική.^Έχει μάθει να χαμηλώνει τη φωνή της όταν λέει κάτι αληθινό.
SL-02982^Delia Inglewood^Γυναίκα^Human^Bard^College of Valor^10^6^Μάγειρας μονοπατιού^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Εχθρική^14^79^Rapier^+9^1d8+5 διατρητικό^Dissonant Whispers; Invisibility; Enhance Ability; Healing Word^-^βιβλίο με τραγούδια άλλων, χωρίς αναφορά; δείγμα πυρήνα με ετικέτα σε γραφικό χαρακτήρα που κανείς δεν αναγνωρίζει; ένταλμα με τη δική της περιγραφή πάνω^Μαλώνει με έναν εκτιμητή της Guild για έναν αριθμό που είναι φανερά λάθος.^Βρίζει συνεχώς και δεν ζητάει συγγνώμη για τίποτα.
