ID^Name^Gender^Ancestry^Class^Subclass^Level^CR^Role^Faction^Region^Settlement^Disposition^AC^HP^Main_Attack^Attack_Bonus^Damage^Key_Spells^Constellation^Notable_Items^First_Met^Speech_Quirks
SL-00006^Bront Vantry^Άνδρας^Half-Orc^Fighter^-^1^1/8^Αρχάριος γιατρός^Independent^Datasphere's Reach^Ninth Cluster (SET-094)^Ουδέτερος^19^11^Greatsword^+5^2d6+3 τέμνον^-^-^ασπίδα με τρία διαφορετικά οικόσημα καρφωμένα το ένα πάνω στο άλλο; απομαγνητοφώνηση συνομιλίας που δεν έκανε; απόδειξη θανάτου που δεν έχει συμβεί ακόμα^Σκάβει ένα signal-shard από τοίχο με τεράστια υπομονή.^Μετράει ως το τρία ψιθυριστά πριν απαντήσει σε κάτι δύσκολο.
SL-00022^Orzad Quillon^Άνδρας^Orc^Rogue^Thief^9^5^Αναγνώστης καταιγίδων^Independent^Datasphere's Reach^Waking Terminus (SET-092)^Φιλικός^15^76^Dagger (Sneak Attack)^+9^1d4+5 + 5d6 διατρητικό^-^-^Veiled Lantern lockpicks; σταθμό βαθμονόμησης, ανεξήγητο; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Ανασύρει ένα signal-shard από ναυάγιο και το τσεπώνει πριν προλάβετε να ρωτήσετε.^Μιλάει για το μέλλον μόνο σε υποθετικό, ποτέ σε οριστική.
SL-00040^Aust Dross^Άνδρας^Elf^Warlock^-^2^1/4^Αγγελιοφόρος μηνυμάτων^Independent^Datasphere's Reach^Bright Relay (SET-089)^Φιλικός^13^21^Eldritch Blast^+5^1 δέσμες, 1d10+3 force η καθεμία^Dissonant Whispers; Charm Person; Hex; Arms of Hadar^-^μενταγιόν με στάχτινο στέμμα; shard που παίζει μία λέξη σε βρόχο; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Σκάβει ένα signal-shard από τοίχο με τεράστια υπομονή.^Μιλάει αρκετά σιγά ώστε να σκύβει ο κόσμος, που είναι όλο το νόημα.
SL-01326^Makaria Thornbury^Γυναίκα^Tiefling^Rogue^-^2^1/4^Καμπανάρης^Drifters^Datasphere's Reach^Silent Node (SET-091)^Φιλική^14^17^Dagger (Sneak Attack)^+5^1d4+3 + 1d6 διατρητικό^-^-^φιαλίδιο δηλητηρίου επαφής από nanites; σταθμό βαθμονόμησης, ανεξήγητο; μια υπόσχεση, γραμμένη, με δύο μάρτυρες^Ανταλλάσσει πληροφορία με πληροφορία, ξεκινώντας λέγοντάς σας κάτι αληθινό.^Βραχνάδα από παλιό τραύμα στον λαιμό· κρατάει πάντα νερό κοντά.
SL-01344^Euphemia Kettering^Γυναίκα^Halfling^Cleric^Life Domain^10^6^Τεχνικός κόμβων^The Awakened^Datasphere's Reach^Waking Terminus (SET-092)^Φιλική^17^93^Warhammer^+9^1d8+5 θλαστικό^Revivify; Lesser Restoration; Mass Healing Word; Silence^-^λίστα ονομάτων που διαβάζεται φωναχτά κάθε αυγή; θραύσμα κώδικα που ξαναγράφει τον εαυτό του; ανοιχτό ποτέ γράμμα με παραλήπτη το party^Ευθυγραμμίζει τρεις κόμβους με το χέρι και ελέγχει την ευθυγράμμιση με κάτι αόρατο.^Μεγάλες παύσεις πριν απαντήσει, σαν να επαληθεύει κάτι.
SL-01347^Carric Yarrow^Άνδρας^Elf^Monk^Warrior of Mercy^5^2^Ανασύρτης ναυαγίων^Independent^Datasphere's Reach^Bright Relay (SET-089)^Ουδέτερος^15^46^Unarmed Strike (Flurry)^+7^4 επιθέσεις, 1d8+4 θλαστικό^-^-^ζώνη-σκοινί δεμένη σε 41 κόμπους; ηχογράφηση που παίζει μόνο την αυγή; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Κουβαλάει ένα shard που βουίζει και κάνει ότι δεν βουίζει.^Μιλάει για το μέλλον μόνο σε υποθετικό, ποτέ σε οριστική.
SL-01349^Nyla Inchcape^Γυναίκα^Half-Elf^Rogue^-^1^1/8^Φροντιστής σκύλων^Independent^Datasphere's Reach^Pale Node (SET-087)^Ουδέτερη^14^8^Dagger (Sneak Attack)^+5^1d4+3 + 1d6 διατρητικό^-^-^hand crossbow με πτυσσόμενο κοντάκι; Veiled Lantern signal-shard; Guardian dog-tag που δεν είναι δικό της^Μετράει επιζώντες μιας αποστολής που δεν έχει ακόμα αναφερθεί χαμένη.^Σταματάει για να διαλέξει ανάμεσα σε δύο λέξεις και πάντα παίρνει την πιο ωμή.
SL-01378^Erran Coldmouth^Άνδρας^Half-Elf^Rogue^Soulknife^6^3^Αναγνώστης άστρων^The Awakened^Datasphere's Reach^Silent Node (SET-091)^Ουδέτερος^15^52^Dagger (Sneak Attack)^+7^1d4+4 + 3d6 διατρητικό^-^-^μάσκα πιο πολύ μπαλωμένη παρά φορεμένη; shard που παίζει μία λέξη σε βρόχο; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Περιμένει σε έναν κόμβο που ξύπνησε μόλις πλησιάσατε.^Βουβος από παιδί· χειρονομεί με άνεση και περιμένει να προλαβαίνετε.
SL-01382^Rook Harrow^Άνδρας^Human^Sorcerer^Clockwork Sorcery^9^6^Κούριερ αρχείου^New Grandia Authority^Datasphere's Reach^Index Relay (SET-086)^Ουδέτερος^14^71^Chromatic Orb^+9^2d8 lightning^Twinned Haste; Fly; Hold Person; Shield^-^ασταθές focus που βουίζει κοντά σε shields; απομαγνητοφώνηση συνομιλίας που δεν έκανε; απόδειξη θανάτου που δεν έχει συμβεί ακόμα^Ανασύρει ένα signal-shard από ναυάγιο και το τσεπώνει πριν προλάβετε να ρωτήσετε.^Επαναλαμβάνει χαρούμενα κουτσομπολιά ως γεγονότα και διορθώνεται αργότερα, δημόσια.
SL-01386^Wren Corr^Γυναίκα^Human^Barbarian^-^1^1/8^Οδηγός κάρου^Drifters^Datasphere's Reach^Waking Terminus (SET-092)^Φιλική^15^10^Handaxe pair^+5^1d6+3 τέμνον^-^-^δίχειρο maul με ξαναδεμένη λαβή; Veiled Lantern signal-shard; shard με μήνυμα που δεν έχει παίξει ποτέ^Χαρτογραφεί ένα ερείπιο μετρώντας το με βήματα, δύο φορές, και βγάζει διαφορετικούς αριθμούς.^Αργη και μετρημένη· δεν υψώνει ποτέ τη φωνή της και δεν επαναλαμβάνει.
SL-01390^Aeswyn Ravel^Γυναίκα^Elf^Ranger^Fey Wanderer^6^3^Επιστάτης ορυχείου^The Awakened^Datasphere's Reach^Silent Node (SET-091)^Φιλική^15^60^Longbow^+7^1d8+4 διατρητικό^Spike Growth; Hunter's Mark; Fog Cloud; Summon Beast^-^nightglass δοκιμασμένο με δεμένα μάτια; shard που παίζει μία λέξη σε βρόχο; γράμμα που δεν στάλθηκε ποτέ^Σας κάνει μια ερώτηση της οποίας ξέρει ήδη την απάντηση, για να επαληθεύσει κάτι.^Ρωτάει για την υγεία σου πριν το όνομά σου, κάθε φορά.
SL-01391^Israfel Vardenfell^Άνδρας^Aasimar^Sorcerer^Aberrant Sorcery^3^1/2^Αρχάριος γιατρός^The Awakened^Datasphere's Reach^Silent Node (SET-091)^Ουδέτερος^12^23^Chromatic Orb^+5^1d8 lightning^Magic Missile; Chromatic Orb; Absorb Elements; Burning Hands^-^focus από γυαλί καταιγίδας; shard που παίζει μία λέξη σε βρόχο; shard με μήνυμα που δεν έχει παίξει ποτέ^Ανασύρει ένα signal-shard από ναυάγιο και το τσεπώνει πριν προλάβετε να ρωτήσετε.^Μιλάει σε πληθυντικό για τη δουλειά του, αν και δουλεύει μόνος.
SL-01392^Cera Stallard^Γυναίκα^Half-Elf^Artificer^Artillerist^5^2^Αναγνώστης άστρων^Independent^Datasphere's Reach^Silent Node (SET-091)^Φιλική^19^51^Thunder Gauntlets^+7^1d8+4 θλαστικό^Shield; Catapult; Web; Heat Metal^-^πρωτότυπο Guardian Armor; Veiled Lantern signal-shard; εικόνα σε shard, ενός τόπου που κανείς δεν αναγνωρίζει^Ανασύρει ένα signal-shard από ναυάγιο και το τσεπώνει πριν προλάβετε να ρωτήσετε.^Ελαφρύς τραυλισμός στα σκληρά σύμφωνα που εξαφανίζεται όταν επαναλαμβάνει κάτι που της είπαν.
SL-01399^Rhoda Tanglewood^Γυναίκα^Human^Fighter^-^2^1/4^Λυχνοκόπος^Independent^Datasphere's Reach^Silent Node (SET-091)^Ουδέτερη^19^21^Lance (mounted)^+5^1d12+3 διατρητικό^-^-^χαρακωμένο greatsword; απομαγνητοφώνηση συνομιλίας που δεν έκανε; πειθαρχική αναφορά, ανοιχτή ακόμα^Αρνείται να μπει σε ένα κτίριο και αρνείται να εξηγήσει γιατί.^Μιλάει όσο δουλεύει και κόβεται στη μέση όταν συγκεντρώνεται· δεν τελειώνει ποτέ αυτές τις προτάσεις.
SL-01403^Ozza Glasswell^Γυναίκα^Gnome^Fighter^Battle Master^8^4^Τεχνίτης wards^New Grandia Authority^Datasphere's Reach^Silent Array (SET-088)^Εχθρική^20^89^Lance (mounted)^+7^1d12+4 διατρητικό^-^-^θώρακας επισκευασμένος στο πεδίο; κλειδί κόμβου που δεν ταιριάζει σε τίποτα από όσα βρέθηκαν; νόμισμα στραβωμένο από βολή που δεν αυτήν πέτυχε^Χαρτογραφεί ένα ερείπιο μετρώντας το με βήματα, δύο φορές, και βγάζει διαφορετικούς αριθμούς.^Χρησιμοποιεί τον τύπο ευγενείας με όλους, ακόμα και με παιδιά και ζώα.
SL-01404^Enna Crane^Γυναίκα^Elf^Paladin^Oath of Vengeance^13^8^Επόπτης καταιγίδων^Drifters^Datasphere's Reach^Fourth Array (SET-085)^Εχθρική^20^161^Warhammer (Divine Smite)^+10^1d8+5 + 2d8 radiant^Banishment; Zone of Truth; Magic Weapon; Crusader's Mantle^-^λάβαρο τυλιγμένο και ποτέ ανοιγμένο; Veiled Lantern signal-shard; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Ανασύρει ένα signal-shard από ναυάγιο και το τσεπώνει πριν προλάβετε να ρωτήσετε.^Δεν μπορεί να πει αριθμό χωρίς να πει και τι αριθμεί.
SL-01414^Ruvik Fenwright^Άνδρας^Dwarf^Fighter^Champion^10^5^Μάγειρας μονοπατιού^The Awakened^Datasphere's Reach^Index Cluster (SET-093)^Ουδέτερος^18^104^Halberd^+9^1d10+5 τέμνον^-^-^Guardian halberd; σταθμό βαθμονόμησης, ανεξήγητο; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Σας κάνει μια ερώτηση της οποίας ξέρει ήδη την απάντηση, για να επαληθεύσει κάτι.^Δεν μπορεί να ψιθυρίσει· ο ψίθυρός του ακούγεται πιο μακριά από την κανονική του φωνή.
SL-01432^Ulla Ashgrave^Γυναίκα^Half-Orc^Druid^Circle of the Sea^7^4^Επιστάτης ορυχείου^The Awakened^Datasphere's Reach^Fourth Array (SET-085)^Φιλική^17^67^Starry Form (The Long Shot)^+7^1d8+4 radiant^Goodberry; Barkskin; Faerie Fire; Thunderwave^-^χάρτης άστρων σε κατεργασμένο δέρμα; απομαγνητοφώνηση συνομιλίας που δεν έκανε; σφραγισμένο έγγραφο που ανοίγει μόνο στη Starfall 15^Μετράει επιζώντες μιας αποστολής που δεν έχει ακόμα αναφερθεί χαμένη.^Μετράει ως το τρία ψιθυριστά πριν απαντήσει σε κάτι δύσκολο.
SL-01435^Makaria Ulverston^Γυναίκα^Tiefling^Rogue^Thief^6^3^Επιστάτης ορυχείου^New Grandia Authority^Datasphere's Reach^Bright Relay (SET-089)^Φιλική^15^45^Dagger (Sneak Attack)^+7^1d4+4 + 3d6 διατρητικό^-^-^σχοινί με κόμπους κάθε μπράτσο; απομαγνητοφώνηση συνομιλίας που δεν έκανε; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Σκάβει ένα signal-shard από τοίχο με τεράστια υπομονή.^Μιλάει σε πληθυντικό για τη δουλειά της, αν και δουλεύει μόνη.
SL-01439^Tinka Tenbury^Γυναίκα^Gnome^Artificer^Armorer^7^3^Εκτελεστής^New Grandia Authority^Datasphere's Reach^Ninth Cluster (SET-094)^Ουδέτερη^17^72^Thunder Gauntlets^+7^1d8+4 θλαστικό^Shield; Heat Metal; Web; Detect Magic^-^κιτ βαθμονόμησης shield-node; πλέγμα Cartographer 19 κόμβων; γράμμα που δεν στάλθηκε ποτέ^Ακούει σήμα σε ακουστικό χωρίς ορατή πηγή.^Ρωτάει για την υγεία σου πριν το όνομά σου, κάθε φορά.
SL-01449^Vistra Jarrow^Γυναίκα^Dwarf^Rogue^Thief^6^3^Υπάλληλος assay^New Grandia Authority^Datasphere's Reach^Silent Node (SET-091)^Φιλική^16^47^Dagger (Sneak Attack)^+7^1d4+4 + 3d6 διατρητικό^-^-^φλασκί λαδιού λάμπας χωρίς λάμπα; κλειδί κόμβου που δεν ταιριάζει σε τίποτα από όσα βρέθηκαν; μια χάρη που οφείλει κάποιος τον οποίο το party θα χρειαστεί^Αρνείται να μπει σε ένα κτίριο και αρνείται να εξηγήσει γιατί.^Τικ να αγγίζει τον λαιμό της πριν μιλήσει, από τραύμα που έχει κλείσει προ πολλού.
SL-01450^Quilla Charnwood^Γυναίκα^Halfling^Fighter^Champion^9^5^Τεχνικός κόμβων^New Grandia Authority^Datasphere's Reach^Open Cluster (SET-095)^Ουδέτερη^18^99^Longbow^+9^1d8+5 διατρητικό^-^-^Guardian lance; θραύσμα κώδικα που ξαναγράφει τον εαυτό του; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Ανταλλάσσει πληροφορία με πληροφορία, ξεκινώντας λέγοντάς σας κάτι αληθινό.^Υπερπροφέρει κάθε λέξη, έχοντας μάθει τη γλώσσα αργά και τυπικά.
SL-01457^Onni Quick^Άνδρας^Dwarf^Fighter^Champion^19^13^Κυνηγός Calamity^Independent^Datasphere's Reach^Pale Node (SET-087)^Ουδέτερος^19^218^Longsword^+11^1d8+5 τέμνον^-^-^σφυρίχτρα αξιωματικού σε φθαρμένο κορδόνι; σταθμό βαθμονόμησης, ανεξήγητο; γράμμα που δεν στάλθηκε ποτέ^Μετράει επιζώντες μιας αποστολής που δεν έχει ακόμα αναφερθεί χαμένη.^Ελαφρύς τραυλισμός στα σκληρά σύμφωνα που εξαφανίζεται όταν επαναλαμβάνει κάτι που του είπαν.
SL-01463^Pelaios Hollis^Άνδρας^Tiefling^Cleric^Grave Domain^13^9^Περιπλανώμενος όρκου^The Awakened^Datasphere's Reach^Pale Node (SET-087)^Φιλικός^20^126^Ritual sickle^+10^1d6+5 τέμνον^Death Ward; Dispel Magic; Divine Word; Guardian of Faith^-^κομποσκοίνι με τέσσερις χάντρες να λείπουν; θραύσμα κώδικα που ξαναγράφει τον εαυτό του; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Ανταλλάσσει πληροφορία με πληροφορία, ξεκινώντας λέγοντάς σας κάτι αληθινό.^Απευθύνεται σε ομάδες και όχι σε άτομα, ακόμα κι όταν είστε ένας.
SL-01473^Dorran Havelock^Άνδρας^Human^Wizard^School of Divination^8^5^Καπετάνιος σχοινιών^Independent^Datasphere's Reach^Index Cluster (SET-093)^Ουδέτερος^13^63^Fire Bolt^+7^210 fire^Scorching Ray; Magic Missile; Grease; Web^-^spellbook με δικές του σημειώσεις; shard που παίζει μία λέξη σε βρόχο; γράμμα που δεν στάλθηκε ποτέ^Ανταλλάσσει πληροφορία με πληροφορία, ξεκινώντας λέγοντάς σας κάτι αληθινό.^Τραυλίζει μόνο στην πρώτη λέξη της πρότασης και σε καμία μετά.
SL-01487^Imogen Cain^Γυναίκα^Human^Druid^Circle of the Land^9^6^Επόπτης nanite^The Awakened^Datasphere's Reach^Silent Array (SET-088)^Φιλική^15^86^Scimitar^+9^1d6+5 τέμνον^Plant Growth; Thunderwave; Call Lightning; Wind Wall^-^βάζο με χώμα από τόπο που δεν υπάρχει πια; πλέγμα Cartographer 19 κόμβων; ένταλμα με τη δική της περιγραφή πάνω^Ανταλλάσσει πληροφορία με πληροφορία, ξεκινώντας λέγοντάς σας κάτι αληθινό.^Κάνει τρεις ερωτήσεις πριν απαντήσει σε μία.
SL-01492^Donaar Dunmarrow^Άνδρας^Dragonborn^Cleric^War Domain^6^4^Γιατρός ανακούφισης^The Awakened^Datasphere's Reach^Ninth Node (SET-090)^Εχθρικός^19^53^Ritual sickle^+7^1d6+4 τέμνον^Cure Wounds; Hold Person; Aid; Shield of Faith^-^φορητό βωμό που διπλώνει σε σακίδιο; σταθμό βαθμονόμησης, ανεξήγητο; πορτρέτο κάποιου που το party θα συναντήσει αργότερα^Καταγράφει μπάζα, ένα θραύσμα τη φορά, χωρίς εμφανές τέλος.^Μιλάει σε πληθυντικό για τη δουλειά του, αν και δουλεύει μόνος.
SL-01498^Isolde Yarrow^Γυναίκα^Human^Bard^College of Dance^15^10^Σφραγιστής των scars^The Awakened^Datasphere's Reach^Silent Node (SET-091)^Ουδέτερη^15^133^Vicious Mockery^+10^1d6+5 τέμνον^Dominate Person; Cutting Words; Greater Restoration; Hold Person^-^βιβλίο με τραγούδια άλλων, χωρίς αναφορά; shard που παίζει μία λέξη σε βρόχο; πειθαρχική αναφορά, ανοιχτή ακόμα^Σας κάνει μια ερώτηση της οποίας ξέρει ήδη την απάντηση, για να επαληθεύσει κάτι.^Τικ να αγγίζει τον λαιμό της πριν μιλήσει, από τραύμα που έχει κλείσει προ πολλού.
SL-01501^Zook Havelock^Άνδρας^Gnome^Druid^Circle of the Land^6^4^Κούριερ αρχείου^The Awakened^Datasphere's Reach^Ninth Node (SET-090)^Ουδέτερος^15^54^Starry Form (The Long Shot)^+7^1d8+4 radiant^Pass Without Trace; Spike Growth; Moonbeam; Faerie Fire^-^φυλαχτό από πεσμένη ουράνια πέτρα; θραύσμα κώδικα που ξαναγράφει τον εαυτό του; shard με μήνυμα που δεν έχει παίξει ποτέ^Παρακολουθεί ένα νεκρό τερματικό σαν να πρόκειται να μιλήσει.^Επίτηδες επίπεδη και χωρίς προφορά· η προφορά ξεφεύγει μόνο σε γνήσια έκπληξη.
SL-01504^Kaeda Vell^Γυναίκα^Half-Elf^Ranger^Fey Wanderer^3^1/2^Αντιγραφέας καταστίχων^The Awakened^Datasphere's Reach^Ninth Cluster (SET-094)^Ουδέτερη^14^26^Longbow^+5^1d8+3 διατρητικό^Ensnaring Strike; Goodberry; Fog Cloud; Cure Wounds^-^φαρέτρα με διπλό πάτο; θραύσμα κώδικα που ξαναγράφει τον εαυτό του; ένταλμα με τη δική της περιγραφή πάνω^Ανασύρει ένα signal-shard από ναυάγιο και το τσεπώνει πριν προλάβετε να ρωτήσετε.^Μετράει ως το τρία ψιθυριστά πριν απαντήσει σε κάτι δύσκολο.
SL-01515^Ilma Sunder^Γυναίκα^Goliath^Cleric^-^1^1/8^Ζωγράφος πινακίδων^The Awakened^Datasphere's Reach^Bright Relay (SET-089)^Φιλική^16^12^Mace^+5^1d6+3 θλαστικό^Healing Word; Cure Wounds; Guiding Bolt; Bless^-^ραγισμένο field-bowl (σύμβολο Mender's Bowl); πλέγμα Cartographer 19 κόμβων; κλειδί χωρίς κλειδαριά^Σας κάνει μια ερώτηση της οποίας ξέρει ήδη την απάντηση, για να επαληθεύσει κάτι.^Βρίζει συνεχώς και δεν ζητάει συγγνώμη για τίποτα.
SL-01518^Akta Wrenfield^Γυναίκα^Tiefling^Artificer^Alchemist^14^8^Αρχιτέκτονας shield^The Awakened^Datasphere's Reach^Bright Relay (SET-089)^Εχθρική^18^163^Steel Defender + warhammer^+10^1d8+5 τέμνον^Blink; Wall of Fire; Heat Metal; Invisibility^-^σχεδιάγραμμα σχολιασμένο από τρία διαφορετικά χέρια; θραύσμα κώδικα που ξαναγράφει τον εαυτό του; ένταλμα με τη δική της περιγραφή πάνω^Μετράει επιζώντες μιας αποστολής που δεν έχει ακόμα αναφερθεί χαμένη.^Επίτηδες επίπεδη και χωρίς προφορά· η προφορά ξεφεύγει μόνο σε γνήσια έκπληξη.
SL-01520^Balda Vell^Γυναίκα^Dwarf^Warlock^-^1^1/8^Περαματάρης^Independent^Datasphere's Reach^Silent Node (SET-091)^Φιλική^13^8^Pact blade^+5^1d8+3 τέμνον^Armor of Agathys; Dissonant Whispers; Charm Person; Hex^-^κλειδί που δεν ξεκλειδώνει τίποτα σε αυτόν τον κόσμο; shard που παίζει μία λέξη σε βρόχο; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Ανταλλάσσει πληροφορία με πληροφορία, ξεκινώντας λέγοντάς σας κάτι αληθινό.^Απαντάει επαναλαμβάνοντας την ερώτηση, για να κερδίσει χρόνο.
SL-01521^Cera Vell^Γυναίκα^Half-Elf^Fighter^-^1^1/8^Υπάλληλος διοδίων^Independent^Datasphere's Reach^Silent Node (SET-091)^Ουδέτερη^19^11^Halberd^+5^1d10+3 τέμνον^-^-^βραχιόλι που σταματάει λεπίδα και το δείχνει; κλειδί κόμβου που δεν ταιριάζει σε τίποτα από όσα βρέθηκαν; κλειδί χωρίς κλειδαριά^Παρακολουθεί ένα νεκρό τερματικό σαν να πρόκειται να μιλήσει.^Μιλάει αρκετά σιγά ώστε να σκύβει ο κόσμος, που είναι όλο το νόημα.
SL-01534^Damakos Bramblecote^Άνδρας^Tiefling^Wizard^School of Illusion^15^10^Πρεσβύτερος του δρόμου^The Awakened^Datasphere's Reach^Silent Node (SET-091)^Ουδέτερος^15^133^Arcane Ray^+10^3d8 force^Contingency; Web; Misty Step; Globe of Invulnerability^-^μηχανισμός με τα τρία φεγγάρια; σταθμό βαθμονόμησης, ανεξήγητο; συντεταγμένες προς ένα άγνωστο από τα 108 Wonders^Μετράει επιζώντες μιας αποστολής που δεν έχει ακόμα αναφερθεί χαμένη.^Η προφορά του βαραίνει μόλις τον ρωτήσουν από πού είναι.
SL-01536^Nashka Varsk^Γυναίκα^Goliath^Monk^Warrior of Shadow^3^1/2^Νεοσύλλεκτος^Independent^Datasphere's Reach^Ninth Node (SET-090)^Ουδέτερη^13^26^Shortsword^+5^1d6+3 διατρητικό^-^-^σιδερόδετα σανδάλια, τρύπια από τη χρήση; απομαγνητοφώνηση συνομιλίας που δεν έκανε; σελίδα σκισμένη από πολύ παλιότερο βιβλίο^Χαρτογραφεί ένα ερείπιο μετρώντας το με βήματα, δύο φορές, και βγάζει διαφορετικούς αριθμούς.^Το γέλιο της έρχεται καθυστερημένα και δεν ταιριάζει με αυτό που ειπώθηκε.
SL-01545^Hadriel Kildare^Γυναίκα^Aasimar^Wizard^Order of Scribes^14^9^Κύριος των χαρτών^Independent^Datasphere's Reach^Index Relay (SET-086)^Εχθρική^15^124^Arcane Ray^+10^3d8 force^Wall of Force; Contingency; Invisibility; Mirror Image^-^γυάλινη ράβδος που βουίζει κοντά σε shields; ηχογράφηση που παίζει μόνο την αυγή; debt-token από τους Lifeweavers^Σκάβει ένα signal-shard από τοίχο με τεράστια υπομονή.^Επίτηδες επίπεδη και χωρίς προφορά· η προφορά ξεφεύγει μόνο σε γνήσια έκπληξη.
SL-01569^Rook Harkaway^Άνδρας^Human^Cleric^-^2^1/4^Μαθητευόμενος εισπράκτορα^The Awakened^Datasphere's Reach^Index Relay (SET-086)^Ουδέτερος^16^18^Warhammer^+5^1d8+3 θλαστικό^Guiding Bolt; Bless; Cure Wounds; Healing Word^-^τελετουργικό δρεπάνι; απομαγνητοφώνηση συνομιλίας που δεν έκανε; πειθαρχική αναφορά, ανοιχτή ακόμα^Μετράει επιζώντες μιας αποστολής που δεν έχει ακόμα αναφερθεί χαμένη.^Γρήγορη, υπερδιεγερμένη ομιλία· διακόπτει τον εαυτό του με διορθώσεις και παρενθέσεις.
SL-01611^Tessa Corr^Γυναίκα^Half-Elf^Fighter^-^2^1/4^Περαματάρης^Independent^Datasphere's Reach^Waking Terminus (SET-092)^Φιλική^18^21^Longbow^+5^1d8+3 διατρητικό^-^-^Thundermount crystalline longsword (+1); ηχογράφηση που παίζει μόνο την αυγή; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Αρνείται να μπει σε ένα κτίριο και αρνείται να εξηγήσει γιατί.^Έχει μία ιστορία που τη λέει με κάθε ευκαιρία, και είναι διαφορετική ιστορία κάθε φορά.
SL-01622^Etch Cinderhaugh^Γυναίκα^Awakened Construct^Barbarian^Path of the Berserker^12^7^Μεσάζων της Otherside^Independent^Datasphere's Reach^Index Cluster (SET-093)^Φιλική^16^138^Handaxe pair^+9^1d6+5 τέμνον^-^-^ρόπαλο φτιαγμένο από κέντρο ασπίδας; Veiled Lantern signal-shard; νόμισμα στραβωμένο από βολή που δεν αυτήν πέτυχε^Αρνείται να μπει σε ένα κτίριο και αρνείται να εξηγήσει γιατί.^Κλείνει κάθε πρόταση σαν να ζητάει άδεια.
SL-01642^Otren Yestermarch^Άνδρας^Dwarf^Artificer^Artillerist^9^5^Κούριερ συμβολαίων^The Awakened^Datasphere's Reach^Ninth Node (SET-090)^Εχθρικός^18^94^Thunder Gauntlets^+9^1d8+5 θλαστικό^Haste; Dispel Magic; Detect Magic; Cure Wounds^-^πρωτότυπο Guardian Armor; κλειδί κόμβου που δεν ταιριάζει σε τίποτα από όσα βρέθηκαν; κλειδί τυλιγμένο σε ύφασμα, ποτέ χρησιμοποιημένο^Καταγράφει μπάζα, ένα θραύσμα τη φορά, χωρίς εμφανές τέλος.^Ψεύδισμα που έχει πάψει να κρύβει και δεν δέχεται πειράγματα γι' αυτό.
SL-01648^Ghor Yarrow^Άνδρας^Orc^Fighter^-^2^1/4^Μαθητευόμενος κηροπλάστη^The Awakened^Datasphere's Reach^Open Cluster (SET-095)^Ουδέτερος^19^20^Greatsword^+5^2d6+3 τέμνον^-^-^χαρακωμένο greatsword; απομαγνητοφώνηση συνομιλίας που δεν έκανε; σύμβολο ενός Circle που δεν συνεδριάζει πια^Καταγράφει μπάζα, ένα θραύσμα τη φορά, χωρίς εμφανές τέλος.^Βραχνάδα από παλιό τραύμα στον λαιμό· κρατάει πάντα νερό κοντά.
SL-01651^Aselle Corr^Γυναίκα^Half-Elf^Rogue^Thief^9^5^Επιμελητής καραβανιού^The Awakened^Datasphere's Reach^Pale Array (SET-096)^Ουδέτερη^16^77^Dagger (Sneak Attack)^+9^1d4+5 + 5d6 διατρητικό^-^-^φλασκί λαδιού λάμπας χωρίς λάμπα; shard που παίζει μία λέξη σε βρόχο; νόμισμα στραβωμένο από βολή που δεν αυτήν πέτυχε^Σκάβει ένα signal-shard από τοίχο με τεράστια υπομονή.^Δεν χρησιμοποιεί ποτέ ονόματα, μόνο «εσύ» και «αυτοί», ακόμα και για τους απόντες.
SL-01689^Pippa Glasswell^Γυναίκα^Halfling^Druid^-^2^1/4^Νερουλάς^Independent^Datasphere's Reach^Waking Terminus (SET-092)^Εχθρική^15^19^Starry Form (The Long Shot)^+5^1d8+3 radiant^Healing Word; Entangle; Thunderwave; Goodberry^-^μενταγιόν Prism Arc; ηχογράφηση που παίζει μόνο την αυγή; Guardian dog-tag που δεν είναι δικό της^Κοιτάει τον ουρανό ακριβώς την ώρα που τρεμοπαίζει το Veiled Lantern.^Τραγουδάει πιο άνετα απ' ό,τι μιλάει· πέφτει σε μελωδία όταν αγχώνεται, δηλαδή συχνά.
