ID^Name^Gender^Ancestry^Class^Subclass^Level^CR^Role^Faction^Region^Settlement^Disposition^AC^HP^Main_Attack^Attack_Bonus^Damage^Key_Spells^Constellation^Notable_Items^First_Met^Speech_Quirks
SL-00001^Temperance Zell^Γυναίκα^Tiefling^Druid^-^1^1/8^Παραγιός μάγειρα^Guardians^New Grandia^Lower Row (SET-016)^Ουδέτερη^15^11^Starry Form (The Long Shot)^+5^1d8+3 radiant^Goodberry; Entangle; Thunderwave; Healing Word^-^σακούλι με σπόρους εξαφανισμένων χόρτων; κλειδί δωματίου στην πάνω συνοικία; μια χάρη που οφείλει κάποιος τον οποίο το party θα χρειαστεί^Στην κάτω αγορά αγοράζει ακριβώς ένα πράγμα, πολύ προσεκτικά.^Βραχνιάζει μέσα σε μια ώρα κουβέντας και μοιράζει τις προτάσεις της ανάλογα.
SL-01050^Helja Jorvik^Γυναίκα^Dwarf^Warlock^The Archfey^9^6^Ιχνηλάτης θηρίων^Independent^New Grandia^Mill Quarter (SET-021)^Ουδέτερη^14^97^Eldritch Blast^+9^2 δέσμες, 1d10+5 force η καθεμία^Shatter; Summon Fiend; Fly; Misty Step^-^φανάρι από καπνισμένο γυαλί; δελτίο σειράς από υπηρεσία που δεν υπάρχει πια; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Χάνει μια διαφωνία με έναν υπάλληλο και την κερδίζει μια ώρα μετά, γραπτώς.^Υπερπροφέρει κάθε λέξη, έχοντας μάθει τη γλώσσα αργά και τυπικά.
SL-01059^Aldric Coldmouth^Άνδρας^Human^Rogue^Arcane Trickster^7^3^Μελετητής ουρανού^Guardians^New Grandia^Lantern Row (SET-019)^Ουδέτερος^15^58^Hand crossbow (Sneak Attack)^+7^1d6+4 + 4d6 διατρητικό^-^-^Veiled Lantern lockpicks; φυλλάδιο που υποστηρίζει ότι τα shields ήταν λάθος; παιδικό γράμμα με παραλήπτη κάποιον του party^Μέσω ενός μεσάζοντα που δεν ξέρει το όνομά του, σε δωμάτιο που είχε φύγει πριν φτάσετε.^Βρίζει συνεχώς και δεν ζητάει συγγνώμη για τίποτα.
SL-01060^Drenn Farrow^Άνδρας^Half-Orc^Druid^Circle of Stars^7^4^Ανιχνευτής^Independent^New Grandia^Mill Quarter (SET-021)^Ουδέτερος^15^71^Produce Flame^+7^1d8+4 τέμνον^Healing Word; Spike Growth; Thunderwave; Pass Without Trace^The Drifter's Road^φυλαχτό από πεσμένη ουράνια πέτρα; πλαστό clearance sigil; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Μισομεθυσμένος σε ταράτσα ακαδημίας, διορθώνοντας έναν χάρτη άστρων που δεν βλέπει.^Χρησιμοποιεί λόγια γραμματική και χυδαίο λεξιλόγιο στην ίδια ανάσα.
SL-01063^Vharo Orlow^Άνδρας^Dragonborn^Sorcerer^Wild Magic Sorcery^10^6^Επιμελητής καραβανιού^Independent^New Grandia^Old Row (SET-020)^Ουδέτερος^12^80^Ray of Frost^+9^2d8 cold^Burning Hands; Mirror Image; Scorching Ray; Misty Step^-^φιαλίδιο νερού καταιγίδας που δεν έχει κατακαθίσει; δελτία μερίδας για συνοικία όπου δεν επιτρέπεται να μπει; απλήρωτος λογαριασμός από τρεις πόλεις^Χάνει μια διαφωνία με έναν υπάλληλο και την κερδίζει μια ώρα μετά, γραπτώς.^Γελάει με τα ίδια του τα αστεία έναν χτύπο πριν τα πει.
SL-01068^Orias Thorne^Άνδρας^Tiefling^Warlock^The Great Old One^13^9^Πρεσβύτερος του δρόμου^Independent^New Grandia^Vault Quarter (SET-017)^Ουδέτερος^16^151^Eldritch Blast^+10^3 δέσμες, 1d10+5 force η καθεμία^Misty Step; Darkness; Power Word Stun; Hold Person^-^κλειδί που δεν ξεκλειδώνει τίποτα σε αυτόν τον κόσμο; φυλλάδιο που υποστηρίζει ότι τα shields ήταν λάθος; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Κατεβάζει μια αναρτημένη ανακοίνωση και τη βάζει πίσω πανομοιότυπη.^Λέει «σωστά» μετά από κάθε πρόταση, και δεν ακούει τον εαυτό του να το κάνει.
SL-01085^Kaeda Jarrow^Γυναίκα^Half-Elf^Ranger^Hunter^5^2^Κούριερ αρχείου^Independent^New Grandia^Chandler's Rampart (SET-024)^Εχθρική^16^51^Longbow^+7^1d8+4 διατρητικό^Summon Beast; Goodberry; Cure Wounds; Pass Without Trace^-^μπότες με σόλα που δεν αφήνει ίχνος; ειδοποίηση χρέους ακαδημίας; μια τούφα μαλλιά σε διπλωμένο χαρτί^Κρατάει την πόρτα για μια πομπή που δεν έρχεται.^Προφορά που κανείς δεν τοποθετεί, και δίνει διαφορετική καταγωγή κάθε φορά που ρωτιέται.
SL-01091^Bregan Longbarrow^Άνδρας^Half-Orc^Monk^Warrior of Mercy^10^5^Μάρτυρας συμβολαίων^New Grandia Authority^New Grandia^Old Terrace (SET-023)^Ουδέτερος^14^84^Quarterstaff^+9^1d8+5 θλαστικό^-^-^ζώνη-σκοινί δεμένη σε 41 κόμπους; city clearance sigil; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Στην κάτω αγορά αγοράζει ακριβώς ένα πράγμα, πολύ προσεκτικά.^Ζητάει συγγνώμη πριν από κάθε πρόταση, ακόμα και πριν από τα καλά νέα.
SL-01094^Zorra Cinderhaugh^Γυναίκα^Goliath^Sorcerer^Clockwork Sorcery^8^5^Επιμελητής καραβανιού^Independent^New Grandia^Mill Quarter (SET-021)^Ουδέτερη^12^66^Chromatic Orb^+7^2d8 lightning^Scorching Ray; Hold Person; Burning Hands; Mirror Image^-^focus από γυαλί καταιγίδας; ειδοποίηση χρέους ακαδημίας; μια τούφα μαλλιά σε διπλωμένο χαρτί^Στην ουρά για μερίδες του shield-district με χαρτιά που δεν θα σταθούν.^Μιλάει γρήγορα όταν λέει ψέματα και αργά όταν λέει αλήθεια, και το ξέρει.
SL-01109^Barakas Nightingale^Άνδρας^Tiefling^Fighter^Champion^12^7^Φύλακας του αρχείου^New Grandia Authority^New Grandia^Vault Quarter (SET-017)^Φιλικός^21^139^Lance (mounted)^+9^1d12+5 διατρητικό^-^-^χαρακωμένο greatsword; απόδειξη για χρέος ήδη πληρωμένο; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Κρατάει την πόρτα για μια πομπή που δεν έρχεται.^Μιλάει τη γραφειοκρατική του shield-district και δεν έχει καταλάβει ότι δεν είναι παγκόσμια.
SL-01118^Halloway Pinfold^Άνδρας^Human^Wizard^School of Abjuration^6^4^Μηχανικός τείχους^New Grandia Authority^New Grandia^Old Row (SET-020)^Εχθρικός^12^52^Fire Bolt^+7^210 fire^Sleep; Misty Step; Scorching Ray; Shield^-^μηχανισμός με τα τρία φεγγάρια; δελτίο σειράς από υπηρεσία που δεν υπάρχει πια; ανοιχτό ποτέ γράμμα με παραλήπτη το party^Κρατάει την πόρτα για μια πομπή που δεν έρχεται.^Χρησιμοποιεί λόγια γραμματική και χυδαίο λεξιλόγιο στην ίδια ανάσα.
SL-01128^Marla Coldmouth^Γυναίκα^Human^Barbarian^Path of the Wild Heart^8^4^Φύλακας του περάσματος^New Grandia Authority^New Grandia^Mill Quarter (SET-021)^Ουδέτερη^16^86^Maul^+7^2d6+4 θλαστικό^-^-^μανδύας από δέρμα πλάσματος που δεν θα έπρεπε να υπάρχει; δελτίο σειράς από υπηρεσία που δεν υπάρχει πια; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Διαβάζει ονόματα από πίνακα απωλειών την αυγή, φωναχτά, μόνη.^Τελειώνει τις προτάσεις των άλλων και έχει δίκιο αρκετά συχνά ώστε να εκνευρίζει.
SL-01131^Orrin Ravel^Άνδρας^Half-Elf^Sorcerer^-^2^1/4^Ζωγράφος πινακίδων^New Grandia Authority^New Grandia^Old Terrace (SET-023)^Φιλικός^11^18^Ray of Frost^+5^1d8 cold^Shield; Burning Hands; Chromatic Orb; Magic Missile^-^ουλή που σχηματίζει αστερισμό; κλειδί δωματίου στην πάνω συνοικία; κλειδί χωρίς κλειδαριά^Μαλώνει στον δρόμο για το τρίτο φεγγάρι, χάνει τη διαφωνία, και χαίρεται που την έχασε.^Μετράει ως το τρία ψιθυριστά πριν απαντήσει σε κάτι δύσκολο.
SL-01134^Nyssa Vance^Γυναίκα^Human^Cleric^Grave Domain^5^3^Λαθρέμπορος^Guardians^New Grandia^Mill Quarter (SET-021)^Ουδέτερη^18^45^Sacred Flame^+7^1d8+4 τέμνον^Spiritual Weapon; Cure Wounds; Guiding Bolt; Hold Person^-^warhammer με σφραγίδα Bastion; ειδοποίηση χρέους ακαδημίας; σφραγισμένο φιαλίδιο με μόνο μια ημερομηνία^Περιμένει σε προθάλαμο που σας είπαν ότι ήταν άδειος.^Προφορά που κανείς δεν τοποθετεί, και δίνει διαφορετική καταγωγή κάθε φορά που ρωτιέται.
SL-01139^Varg Yardley^Άνδρας^Half-Orc^Ranger^Gloom Stalker^7^3^Εκτελεστής^New Grandia Authority^New Grandia^Mill Quarter (SET-021)^Φιλικός^15^65^Longbow^+7^1d8+4 διατρητικό^Pass Without Trace; Cure Wounds; Fog Cloud; Lesser Restoration^-^20 βέλη, 4 με αιχμή nanite; δελτίο σειράς από υπηρεσία που δεν υπάρχει πια; παιδικό γράμμα με παραλήπτη κάποιον του party^Χάνει μια διαφωνία με έναν υπάλληλο και την κερδίζει μια ώρα μετά, γραπτώς.^Σχεδόν μονότονη ομιλία· στηρίζεται εξ ολοκλήρου στην επιλογή λέξεων για να περάσει το νόημα.
SL-01141^Ielenia Jarrow^Γυναίκα^Elf^Rogue^Arcane Trickster^10^5^Επιστάτης ορυχείου^New Grandia Authority^New Grandia^Lantern Row (SET-019)^Φιλική^17^84^Hand crossbow (Sneak Attack)^+9^1d6+5 + 5d6 διατρητικό^-^-^hand crossbow με πτυσσόμενο κοντάκι; δελτία μερίδας για συνοικία όπου δεν επιτρέπεται να μπει; σφραγισμένο φιαλίδιο με μόνο μια ημερομηνία^Κρατάει την πόρτα για μια πομπή που δεν έρχεται.^Μιλάει μόνο σε προστακτική, ακόμα και κοινωνικά.
SL-01155^Marek Stell^Άνδρας^Human^Rogue^Assassin^12^7^Έφορος των routes^The Awakened^New Grandia^Vault Quarter (SET-017)^Ουδέτερος^16^104^Hand crossbow (Sneak Attack)^+9^1d6+5 + 6d6 διατρητικό^-^-^τράπουλα σημαδεμένη, και μάλιστα άσχημα; city clearance sigil; debt-token από τους Lifeweavers^Περιμένει σε προθάλαμο που σας είπαν ότι ήταν άδειος.^Μετράει τις λέξεις του και ξοδεύει καμιά τριανταριά τη μέρα· για τα υπόλοιπα νεύει και χειρονομεί.
SL-01157^Needle Kestrelmoor^Γυναίκα^Awakened Construct^Barbarian^Path of the Wild Heart^3^1/2^Βοηθός ταβέρνας^New Grandia Authority^New Grandia^Old Terrace (SET-023)^Φιλική^14^33^Maul^+5^2d6+3 θλαστικό^-^-^γροθιές τυλιγμένες με αλυσίδα; δελτίο σειράς από υπηρεσία που δεν υπάρχει πια; εικόνα σε shard, ενός τόπου που κανείς δεν αναγνωρίζει^Εκπαιδεύει μια ομάδα στο εσωτερικό τείχος και κόβει τη διαταγή στη μέση μόλις σας δει.^Γρήγορη, υπερδιεγερμένη ομιλία· διακόπτει τον εαυτό της με διορθώσεις και παρενθέσεις.
SL-01160^Iados Overstone^Άνδρας^Tiefling^Fighter^Battle Master^8^4^Αναγνώστης άστρων^New Grandia Authority^New Grandia^Old Quarter (SET-013)^Ουδέτερος^20^97^Longbow^+7^1d8+4 διατρητικό^-^-^Thundermount crystalline longsword (+1); πλαστό clearance sigil; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Εκπαιδεύει μια ομάδα στο εσωτερικό τείχος και κόβει τη διαταγή στη μέση μόλις σας δει.^Παλιό τραύμα στο σαγόνι μπερδεύει τα σύμφωνά του· μιλάει αργά για να το αντισταθμίσει και μισεί να επαναλαμβάνει.
SL-01162^Edda Hollis^Γυναίκα^Human^Ranger^Beast Master^7^3^Επιθεωρητής wards^Guardians^New Grandia^Lower Row (SET-016)^Ουδέτερη^17^68^Longbow^+7^1d8+4 διατρητικό^Cure Wounds; Silence; Summon Beast; Spike Growth^-^μπότες με σόλα που δεν αφήνει ίχνος; απόδειξη για χρέος ήδη πληρωμένο; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Καταθέτει καταγγελία για το party σας πριν κάνετε οτιδήποτε.^Απαντάει με παροιμίες, τις μισές από τις οποίες επινοεί.
SL-01164^Shagrat Ambry^Άνδρας^Orc^Bard^-^2^1/4^Τραυματιοφορέας^New Grandia Authority^New Grandia^Mill Quarter (SET-021)^Φιλικός^13^16^Rapier^+5^1d8+3 διατρητικό^Faerie Fire; Charm Person; Healing Word; Dissonant Whispers^-^λαούτο με ασημένιες χορδές; city clearance sigil; σύμβολο ενός Circle που δεν συνεδριάζει πια^Καταθέτει καταγγελία για το party σας πριν κάνετε οτιδήποτε.^Αργος και μετρημένος· δεν υψώνει ποτέ τη φωνή του και δεν επαναλαμβάνει.
SL-01166^Euphemia Marrowgate^Γυναίκα^Halfling^Ranger^-^1^1/8^Υπάλληλος διοδίων^New Grandia Authority^New Grandia^Old Row (SET-020)^Ουδέτερη^16^7^Hand crossbow^+5^1d6+3 διατρητικό^Cure Wounds; Goodberry; Fog Cloud; Hunter's Mark^-^μπότες με σόλα που δεν αφήνει ίχνος; κλειδί δωματίου στην πάνω συνοικία; κομμάτι συμβολαίου με τρεις υπογραφές και κανέναν όρο^Στέκεται σε παράθυρο κοιτώντας τη συνοικία από κάτω και μετράει κάτι.^Ρωτάει για την υγεία σου πριν το όνομά σου, κάθε φορά.
SL-01177^Surina Eversholt^Γυναίκα^Dragonborn^Warlock^The Celestial^3^1/2^Συλλέκτης μεταλλεύματος^Guardians^New Grandia^Mill Quarter (SET-021)^Φιλική^15^27^Pact blade^+5^1d8+3 τέμνον^Hex; Charm Person; Dissonant Whispers; Arms of Hadar^-^λίστα πραγμάτων που δεν επιτρέπεται να πει φωναχτά; φυλλάδιο που υποστηρίζει ότι τα shields ήταν λάθος; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Κρατάει την πόρτα για μια πομπή που δεν έρχεται.^Γελάει πριν ανακοινώσει άσχημα νέα και δεν μπορεί να το σταματήσει.
SL-01181^Delia Nornfield^Γυναίκα^Human^Sorcerer^Clockwork Sorcery^15^10^Φύλακας του βάλτου^New Grandia Authority^New Grandia^Lower Row (SET-016)^Ουδέτερη^13^136^Ray of Frost^+10^3d8 cold^Shatter; Counterspell; Chain Lightning; Fireball^-^γάντι που κρύβει χέρι που δεν φαίνεται πια σωστό; πλαστό clearance sigil; απλήρωτος λογαριασμός από τρεις πόλεις^Κάνει μάθημα στον δρόμο σε παιδιά που θα έπρεπε να είναι αλλού.^Αφηγείται σιγανά τις ίδιες της τις κινήσεις όσο τις κάνει.
SL-01196^Doro Yarrow^Άνδρας^Halfling^Rogue^Thief^3^1/2^Λυχνοκόπος^Guardians^New Grandia^Old Row (SET-020)^Φιλικός^14^23^Shortsword (Sneak Attack)^+5^1d6+3 + 2d6 διατρητικό^-^-^σχοινί με κόμπους κάθε μπράτσο; δελτίο σειράς από υπηρεσία που δεν υπάρχει πια; κλειδί τυλιγμένο σε ύφασμα, ποτέ χρησιμοποιημένο^Περιμένει σε προθάλαμο που σας είπαν ότι ήταν άδειος.^Αφηγείται σιγανά τις ίδιες του τις κινήσεις όσο τις κάνει.
SL-01197^Aelis Drayton^Γυναίκα^Elf^Fighter^Battle Master^4^1^Αγγελιαφόρος^New Grandia Authority^New Grandia^Old Quarter (SET-013)^Φιλική^19^41^Halberd^+5^1d10+3 τέμνον^-^-^Guardian halberd; πλαστό clearance sigil; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Στην ουρά για μερίδες του shield-district με χαρτιά που δεν θα σταθούν.^Παλιό τραύμα στο σαγόνι μπερδεύει τα σύμφωνά της· μιλάει αργά για να το αντισταθμίσει και μισεί να επαναλαμβάνει.
SL-01200^Isolde Sorrow^Γυναίκα^Human^Rogue^Assassin^8^4^Μεσάζων πληροφοριών^New Grandia Authority^New Grandia^Old Terrace (SET-023)^Φιλική^15^68^Dagger (Sneak Attack)^+7^1d4+4 + 4d6 διατρητικό^-^-^σχοινί με κόμπους κάθε μπράτσο; city clearance sigil; σπασμένη λεπίδα φυλαγμένη για την επιγραφή της^Επιστρέφει κάτι κλεμμένο, ανώνυμα, και πιάνεται να το κάνει.^Χρησιμοποιεί ναυτικούς όρους στη στεριά και αρνείται να πει πού τους έμαθε.
SL-01207^Bardryn Elmsworth^Γυναίκα^Dwarf^Fighter^Eldritch Knight^3^1/2^Νυχτερινή σκοπιά^Independent^New Grandia^Mill Quarter (SET-021)^Εχθρική^19^31^Lance (mounted)^+5^1d12+3 διατρητικό^-^-^κόρνα ρήγματος shield; ειδοποίηση χρέους ακαδημίας; shard με μήνυμα που δεν έχει παίξει ποτέ^Διαβάζει φωναχτά ένα κατάστιχο χρεών σε κάποιον που δεν ξέρει να διαβάζει.^Βρίζει συνεχώς και δεν ζητάει συγγνώμη για τίποτα.
SL-01210^Jebeddo Dural^Άνδρας^Gnome^Monk^Warrior of the Open Hand^8^4^Λοχίας τείχους^New Grandia Authority^New Grandia^Lantern Row (SET-019)^Φιλικός^16^72^Quarterstaff^+7^1d8+4 θλαστικό^-^-^κορδόνι με κόμπους προσευχής, αρκετοί καμένοι; απόδειξη για χρέος ήδη πληρωμένο; διαταγές που επέλεξε να μην ακολουθήσει^Φράζει ευγενικά τον δρόμο σας, και μόνο τον δικό σας.^Σχεδόν μονότονη ομιλία· στηρίζεται εξ ολοκλήρου στην επιλογή λέξεων για να περάσει το νόημα.
SL-01221^Mehen Stell^Άνδρας^Dragonborn^Fighter^Eldritch Knight^7^3^Επιστάτης ορυχείου^New Grandia Authority^New Grandia^Old Terrace (SET-023)^Εχθρικός^20^75^Halberd^+7^1d10+4 τέμνον^-^-^θώρακας επισκευασμένος στο πεδίο; φυλλάδιο που υποστηρίζει ότι τα shields ήταν λάθος; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Περιμένει σε προθάλαμο που σας είπαν ότι ήταν άδειος.^Αργος και μετρημένος· δεν υψώνει ποτέ τη φωνή του και δεν επαναλαμβάνει.
SL-01230^Calder Oakhollow^Άνδρας^Tiefling^Paladin^Oath of Glory^10^5^Επιθεωρητής wards^New Grandia Authority^New Grandia^Chandler's District (SET-018)^Ουδέτερος^18^103^Greatsword (Divine Smite)^+9^2d6+5 + 2d8 radiant^Crusader's Mantle; Haste; Hunter's Mark; Zone of Truth^-^λάβαρο τυλιγμένο και ποτέ ανοιγμένο; φυλλάδιο που υποστηρίζει ότι τα shields ήταν λάθος; νόμισμα στραβωμένο από βολή που δεν αυτόν πέτυχε^Πουλάει κάτι σε πάγκο αγοράς που δεν θα έπρεπε νομικά να υπάρχει.^Μιλάει αρκετά σιγά ώστε να σκύβει ο κόσμος, που είναι όλο το νόημα.
SL-01243^Hakka Netherby^Γυναίκα^Goliath^Wizard^School of Evocation^4^1^Σταβλίτης^Guardians^New Grandia^Mill Quarter (SET-021)^Εχθρική^11^30^Arcane Ray^+5^1d8 force^Magic Missile; Shield; Detect Magic; Sleep^-^δανεικό spellbook με τις σημειώσεις κάποιου άλλου; φυλλάδιο που υποστηρίζει ότι τα shields ήταν λάθος; πειθαρχική αναφορά, ανοιχτή ακόμα^Μισομεθυσμένη σε ταράτσα ακαδημίας, διορθώνοντας έναν χάρτη άστρων που δεν βλέπει.^Χρησιμοποιεί spell components ως μεταφορές και δεν προσέχει ότι κανείς δεν παρακολουθεί.
SL-01247^Ledger Dunmore^Άνδρας^Awakened Construct^Wizard^-^1^1/8^Μάγειρας καταυλισμού^Independent^New Grandia^Old Terrace (SET-023)^Ουδέτερος^13^9^Ray of Frost^+5^1d8 cold^Detect Magic; Grease; Sleep; Magic Missile^-^δανεικό spellbook με τις σημειώσεις κάποιου άλλου; κλειδί δωματίου στην πάνω συνοικία; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Στην κάτω αγορά αγοράζει ακριβώς ένα πράγμα, πολύ προσεκτικά.^Δίνει οδηγίες με ορόσημα που δεν υπάρχουν πια.
SL-01260^Renna Flint^Γυναίκα^Orc^Cleric^Life Domain^5^3^Μεσάζων πληροφοριών^New Grandia Authority^New Grandia^Old Terrace (SET-023)^Εχθρική^17^45^Mace^+7^1d6+4 θλαστικό^Bless; Silence; Spiritual Weapon; Shield of Faith^-^warhammer με σφραγίδα Bastion; ειδοποίηση χρέους ακαδημίας; ανοιχτό ποτέ γράμμα με παραλήπτη το party^Στην ουρά για μερίδες του shield-district με χαρτιά που δεν θα σταθούν.^Δίνει κάθε οδηγία ως αριθμημένη λίστα, φωναχτά.
SL-01267^Edric Tallow^Άνδρας^Human^Warlock^The Celestial^7^4^Επικαλητής καταιγίδας^Independent^New Grandia^Lantern Row (SET-019)^Ουδέτερος^14^73^Eldritch Blast^+7^2 δέσμες, 1d10+4 force η καθεμία^Hold Person; Hex; Dissonant Whispers; Armor of Agathys^-^σφραγίδα που ξανανοίγει μόνη της; πλαστό clearance sigil; κλειδί χωρίς κλειδαριά^Μέσω ενός μεσάζοντα που δεν ξέρει το όνομά του, σε δωμάτιο που είχε φύγει πριν φτάσετε.^Χρησιμοποιεί spell components ως μεταφορές και δεν προσέχει ότι κανείς δεν παρακολουθεί.
SL-01271^Filigree Wickham^Γυναίκα^Awakened Construct^Ranger^Beast Master^9^5^Εκτελεστής^Independent^New Grandia^Mill Quarter (SET-021)^Φιλική^15^85^Longbow^+9^1d8+5 διατρητικό^Conjure Barrage; Lightning Arrow; Nondetection; Ensnaring Strike^-^χάρτης πηγών νερού, ενημερωμένος κάθε βδομάδα; δελτίο σειράς από υπηρεσία που δεν υπάρχει πια; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Κρατάει την πόρτα για μια πομπή που δεν έρχεται.^Μιλάει σε ενεστώτα για περασμένα γεγονότα· ένα αχνό στατικό κάτω από τις λέξεις.
SL-01274^Morg Merrick^Άνδρας^Half-Orc^Artificer^Artillerist^8^4^Αναγνώστης άστρων^Guardians^New Grandia^Mill District (SET-022)^Ουδέτερος^19^85^Thunder Gauntlets^+7^1d8+4 θλαστικό^Detect Magic; Catapult; Faerie Fire; Cure Wounds^-^κυψέλη που κρατάει φορτίο χωρίς λόγο; city clearance sigil; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Ανακρίνει έναν μάρτυρα με ανησυχητική ευγένεια.^Η προφορά του βαραίνει μόλις τον ρωτήσουν από πού είναι.
SL-01285^Grimna Blackfell^Γυναίκα^Dwarf^Ranger^Gloom Stalker^6^3^Γιατρός πεδίου^Independent^New Grandia^Old Rampart (SET-015)^Ουδέτερη^16^55^Longbow^+7^1d8+4 διατρητικό^Pass Without Trace; Hunter's Mark; Ensnaring Strike; Silence^-^παγίδες και σφυρίχτρα από κόκαλο; απόδειξη για χρέος ήδη πληρωμένο; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Αναρτά ανακοίνωση αμοιβής με το ίδιο της το όνομα διαγραμμένο.^Καθαρίζει τον λαιμό της πριν από κάθε άρνηση, που κάνει τις αρνήσεις ορατές από μακριά.
SL-01295^Ruvik Vexley^Άνδρας^Dwarf^Paladin^Oath of Devotion^6^3^Επιστάτης ορυχείου^New Grandia Authority^New Grandia^Old Row (SET-020)^Ουδέτερος^18^71^Greatsword (Divine Smite)^+7^2d6+4 + 2d8 radiant^Zone of Truth; Bless; Compelled Duel; Divine Favor^-^φθαρμένο από τον δρόμο oath scroll; δελτία μερίδας για συνοικία όπου δεν επιτρέπεται να μπει; πορτρέτο κάποιου που το party θα συναντήσει αργότερα^Σταματάει το party σε checkpoint για μια ασυμφωνία στα χαρτιά που τεχνικά υπάρχει.^Ζητάει συγγνώμη πριν από κάθε πρόταση, ακόμα και πριν από τα καλά νέα.
SL-01297^Thrain Oakhollow^Άνδρας^Dwarf^Ranger^Beast Master^3^1/2^Ζωγράφος πινακίδων^New Grandia Authority^New Grandia^Old Rampart (SET-015)^Φιλικός^16^24^Shortsword pair^+5^1d6+3 διατρητικό^Cure Wounds; Fog Cloud; Hunter's Mark; Ensnaring Strike^-^20 βέλη, 4 με αιχμή nanite; φυλλάδιο που υποστηρίζει ότι τα shields ήταν λάθος; debt-token από τους Lifeweavers^Αναρτά ανακοίνωση αμοιβής με το ίδιο του το όνομα διαγραμμένο.^Δεν μπορεί να πει αριθμό χωρίς να πει και τι αριθμεί.
SL-01306^Ossa Marsh^Γυναίκα^Human^Rogue^-^1^1/8^Θελήματα^Guardians^New Grandia^Old Terrace (SET-023)^Ουδέτερη^15^8^Dagger (Sneak Attack)^+5^1d4+3 + 1d6 διατρητικό^-^-^hand crossbow με πτυσσόμενο κοντάκι; κλειδί δωματίου στην πάνω συνοικία; δαχτυλίδι πολύ μικρό για οποιονδήποτε γνωρίζει^Τρώει όρθιη πάνω στο τείχος σε αλλαγή βάρδιας.^Δίνει οδηγίες με ορόσημα που δεν υπάρχουν πια.
SL-01329^Luga Bellwether^Γυναίκα^Orc^Bard^College of Lore^10^6^Καπετάνιος συνοδείας^Independent^New Grandia^Vault Quarter (SET-017)^Εχθρική^16^78^Rapier^+9^1d8+5 διατρητικό^Hold Person; Cutting Words; Shatter; Invisibility^-^λαούτο με ασημένιες χορδές; ειδοποίηση χρέους ακαδημίας; σφραγισμένο φιαλίδιο με μόνο μια ημερομηνία^Στην κάτω αγορά αγοράζει ακριβώς ένα πράγμα, πολύ προσεκτικά.^Καθαρίζει τον λαιμό της πριν από κάθε άρνηση, που κάνει τις αρνήσεις ορατές από μακριά.
SL-01339^Petra Roe^Γυναίκα^Human^Cleric^Grave Domain^13^9^Φύλακας του βάλτου^Guardians^New Grandia^Old Quarter (SET-013)^Ουδέτερη^18^124^Sacred Flame^+10^1d8+5 τέμνον^Guardian of Faith; Banishment; Divine Word; Hold Person^-^warhammer με σφραγίδα Bastion; πλαστό clearance sigil; εικόνα σε shard, ενός τόπου που κανείς δεν αναγνωρίζει^Αναρτά ανακοίνωση αμοιβής με το ίδιο της το όνομα διαγραμμένο.^Δεν λέει ποτέ αντίο· οι κουβέντες απλώς σταματούν όταν το αποφασίσει.
SL-01340^Ilesse Ironmark^Γυναίκα^Human^Druid^Circle of the Sea^6^4^Ανιχνευτής^Guardians^New Grandia^Old Terrace (SET-023)^Φιλική^15^54^Starry Form (The Long Shot)^+7^1d8+4 radiant^Barkskin; Spike Growth; Thunderwave; Moonbeam^-^βάζο με χώμα από τόπο που δεν υπάρχει πια; δελτίο σειράς από υπηρεσία που δεν υπάρχει πια; συντεταγμένες προς ένα άγνωστο από τα 108 Wonders^Κρατάει την πόρτα για μια πομπή που δεν έρχεται.^Προφορά που κανείς δεν τοποθετεί, και δίνει διαφορετική καταγωγή κάθε φορά που ρωτιέται.
SL-01343^Dorran Stell^Άνδρας^Human^Fighter^Eldritch Knight^6^3^Φύλακας του περάσματος^Guardians^New Grandia^Mill Quarter (SET-021)^Ουδέτερος^18^68^Lance (mounted)^+7^1d12+4 διατρητικό^-^-^ασπίδα με τρία διαφορετικά οικόσημα καρφωμένα το ένα πάνω στο άλλο; ειδοποίηση χρέους ακαδημίας; εικόνα σε shard, ενός τόπου που κανείς δεν αναγνωρίζει^Εκπαιδεύει μια ομάδα στο εσωτερικό τείχος και κόβει τη διαταγή στη μέση μόλις σας δει.^Γελάει με τα ίδια του τα αστεία έναν χτύπο πριν τα πει.
